Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0002059,FARMER_08180,ENT_008180,290000,25.3,2022-06-23,Yes,0,,6,6,Non-creditworthy,0.79,0.79,Commercial Bank,3,55.0,4,No,N/A,0.0,None,Land Expansion,566
LOAN_0002060,FARMER_08185,ENT_008185,4100000,27.0,2018-10-03,Yes,451000,2019-03-14,6,6,Non-creditworthy,2.28,0.41,Informal Lender,5,25.2,5,Yes,Market Loss,0.11,Poor,Asset Acquisition,430
LOAN_0002061,FARMER_08192,ENT_008192,185000,6.8,2024-03-17,No,0,,6,6,Non-creditworthy,0.82,0.46,Bank of Agriculture,3,67.5,4,No,N/A,0.0,None,Input Loan,360
LOAN_0002062,FARMER_08195,ENT_008195,5140000,10.0,2016-11-05,Yes,2467200,2016-12-13,18,2,Non-creditworthy,2.15,0.55,Bank of Agriculture,2,14.7,0,Yes,Input Price Hike,0.48,Poor,Storage Construction,694
LOAN_0002063,FARMER_08196,ENT_008196,230000,19.8,2015-06-23,Yes,220800,2016-02-02,12,3,Creditworthy,0.2,0.42,Family/Friends,1,46.7,6,No,N/A,0.96,Excellent,Mechanization Loan,481
LOAN_0002064,FARMER_08202,ENT_008202,55000,30.4,2018-10-17,No,0,,12,10,Non-creditworthy,1.0,0.53,Microfinance Bank,1,2.4,3,No,N/A,0.0,None,Processing Equipment,567
LOAN_0002065,FARMER_08205,ENT_008205,1595000,16.4,2022-08-19,Yes,941050,2023-02-01,24,1,Creditworthy,1.45,0.67,Microfinance Bank,1,46.4,4,No,N/A,0.59,Fair,Mechanization Loan,378
LOAN_0002066,FARMER_08209,ENT_008209,2000000,6.9,2019-09-08,Yes,1760000,2020-06-03,24,10,Non-creditworthy,1.05,0.72,Informal Lender,4,71.1,3,No,N/A,0.88,Good,Input Loan,534
LOAN_0002067,FARMER_08210,ENT_008210,2375000,15.3,2024-02-20,Yes,0,,18,1,Non-creditworthy,2.22,0.75,Cooperative,3,58.5,4,No,N/A,0.0,None,Input Loan,325
LOAN_0002068,FARMER_08217,ENT_008217,1160000,24.4,2017-10-13,Yes,1148400,2018-01-31,6,4,Non-creditworthy,0.81,0.54,Informal Lender,5,40.8,4,No,N/A,0.99,Excellent,Input Loan,602
LOAN_0002069,FARMER_08219,ENT_008219,2410000,19.8,2024-05-02,Yes,1349600,2024-12-15,12,10,Non-creditworthy,0.98,0.59,Government Program,1,62.0,5,No,N/A,0.56,Fair,Working Capital,316
LOAN_0002070,FARMER_08221,ENT_008221,730000,8.8,2021-09-11,No,693500,2021-10-29,36,18,Non-creditworthy,0.88,0.43,Bank of Agriculture,5,93.7,6,No,N/A,0.95,Excellent,Asset Acquisition,496
LOAN_0002071,FARMER_08226,ENT_008226,1330000,23.1,2023-05-19,Yes,1050700,2023-12-20,12,1,Non-creditworthy,1.15,0.71,Government Program,0,90.6,4,No,N/A,0.79,Fair,Asset Acquisition,435
LOAN_0002072,FARMER_08229,ENT_008229,525000,11.2,2020-02-23,No,0,,36,36,Creditworthy,5.15,0.57,Microfinance Bank,2,82.0,1,No,N/A,0.0,None,Processing Equipment,810
LOAN_0002073,FARMER_08231,ENT_008231,1565000,22.1,2023-09-30,Yes,1111150,2024-08-21,36,25,Non-creditworthy,1.5,0.73,Bank of Agriculture,2,39.6,2,No,N/A,0.71,Fair,Land Expansion,397
LOAN_0002074,FARMER_08237,ENT_008237,2905000,7.1,2023-09-23,Yes,2382100,2025-01-24,36,4,Creditworthy,1.78,0.71,Bank of Agriculture,3,74.6,5,No,N/A,0.82,Good,Land Expansion,766
LOAN_0002075,FARMER_08240,ENT_008240,5475000,27.8,2023-07-24,No,0,,18,15,Non-creditworthy,5.21,0.51,Cooperative,4,22.6,1,No,N/A,0.0,None,Storage Construction,608
LOAN_0002076,FARMER_08246,ENT_008246,6215000,14.9,2021-03-10,Yes,0,,6,2,Creditworthy,3.76,0.6,Family/Friends,1,93.4,6,No,N/A,0.0,None,Asset Acquisition,430
LOAN_0002077,FARMER_08247,ENT_008247,2370000,26.5,2020-07-03,Yes,2298900,2021-12-11,18,13,Non-creditworthy,0.78,0.53,Government Program,0,91.1,1,No,N/A,0.97,Excellent,Storage Construction,330
LOAN_0002078,FARMER_08248,ENT_008248,1960000,17.7,2019-03-26,No,1822800,2020-09-04,36,26,Creditworthy,1.74,0.67,Microfinance Bank,4,35.5,1,No,N/A,0.93,Good,Bundled Services Loan,639
LOAN_0002079,FARMER_08253,ENT_008253,3730000,14.2,2021-06-15,No,1939600,2021-09-14,12,12,Creditworthy,5.85,0.51,Cooperative,3,25.4,4,No,N/A,0.52,Fair,Land Expansion,414
LOAN_0002080,FARMER_08254,ENT_008254,620000,34.7,2024-02-29,Yes,527000,2024-08-22,24,5,Creditworthy,1.01,0.6,Informal Lender,4,48.4,6,No,N/A,0.85,Good,Working Capital,815
LOAN_0002081,FARMER_08260,ENT_008260,170000,9.5,2022-04-24,No,168300,2023-03-13,24,12,Non-creditworthy,0.43,0.5,Family/Friends,5,7.5,5,No,N/A,0.99,Excellent,Processing Equipment,411
LOAN_0002082,FARMER_08261,ENT_008261,850000,22.9,2024-03-29,No,510000,2025-05-07,36,24,Creditworthy,1.0,0.4,Informal Lender,4,69.2,4,No,N/A,0.6,Fair,Working Capital,406
LOAN_0002083,FARMER_08267,ENT_008267,565000,18.2,2023-08-27,No,463300,2024-05-05,24,10,Creditworthy,1.28,0.64,Government Program,5,58.2,6,No,N/A,0.82,Good,Working Capital,659
LOAN_0002084,FARMER_08268,ENT_008268,405000,30.5,2017-03-10,No,396900,2018-07-01,24,16,Non-creditworthy,0.88,0.7,Commercial Bank,2,47.6,0,No,N/A,0.98,Excellent,Land Expansion,788
LOAN_0002085,FARMER_08274,ENT_008274,3775000,5.2,2019-08-29,No,3775000,2020-04-06,12,8,Non-creditworthy,2.31,0.6,Government Program,4,86.2,0,No,N/A,1.0,Excellent,Mechanization Loan,552
LOAN_0002086,FARMER_08282,ENT_008282,505000,19.2,2018-07-16,Yes,439350,2018-09-11,6,5,Non-creditworthy,0.98,0.53,Government Program,1,70.7,4,No,N/A,0.87,Good,Input Loan,337
LOAN_0002087,FARMER_08291,ENT_008291,10290000,25.7,2020-10-14,Yes,0,,6,6,Creditworthy,5.2,0.41,Cooperative,2,94.4,0,No,N/A,0.0,None,Storage Construction,753
LOAN_0002088,FARMER_08292,ENT_008292,2055000,11.2,2022-09-17,No,0,,24,12,Non-creditworthy,1.59,0.6,Family/Friends,5,80.5,5,No,N/A,0.0,None,Asset Acquisition,670
LOAN_0002089,FARMER_08303,ENT_008303,350000,20.6,2023-08-28,No,343000,2024-08-02,18,17,Non-creditworthy,0.37,0.68,Family/Friends,4,5.0,4,No,N/A,0.98,Excellent,Mechanization Loan,725
LOAN_0002090,FARMER_08307,ENT_008307,3105000,22.3,2022-02-10,Yes,2887650,2022-09-30,12,6,Non-creditworthy,1.4,0.48,Bank of Agriculture,4,69.5,3,No,N/A,0.93,Good,Land Expansion,642
LOAN_0002091,FARMER_08319,ENT_008319,1000000,10.7,2019-07-26,Yes,0,,12,3,Non-creditworthy,0.62,0.62,Government Program,5,47.7,2,No,N/A,0.0,None,Bundled Services Loan,800
LOAN_0002092,FARMER_08322,ENT_008322,2195000,28.4,2018-02-24,Yes,2107200,2019-01-29,24,23,Creditworthy,3.16,0.5,Family/Friends,1,84.6,2,No,N/A,0.96,Excellent,Land Expansion,823
LOAN_0002093,FARMER_08327,ENT_008327,1465000,14.3,2022-06-14,No,0,,18,6,Non-creditworthy,1.66,0.47,Government Program,4,73.6,4,No,N/A,0.0,None,Bundled Services Loan,624
LOAN_0002094,FARMER_08333,ENT_008333,2920000,28.6,2023-11-18,Yes,2774000,2024-04-22,18,11,Creditworthy,1.63,0.59,Cooperative,5,91.9,3,No,N/A,0.95,Excellent,Storage Construction,446
LOAN_0002095,FARMER_08334,ENT_008334,1440000,16.5,2022-04-30,Yes,0,,18,18,Creditworthy,1.34,0.51,Government Program,2,12.5,3,No,N/A,0.0,None,Input Loan,706
LOAN_0002096,FARMER_08336,ENT_008336,550000,10.2,2020-11-29,No,88000,2021-02-09,24,24,Non-creditworthy,0.32,0.64,Family/Friends,1,10.6,6,Yes,Low/Poor Yield,0.16,Poor,Processing Equipment,417
LOAN_0002097,FARMER_08344,ENT_008344,1790000,19.3,2022-01-21,No,1360400,2022-09-04,12,8,Non-creditworthy,0.55,0.6,Microfinance Bank,2,23.1,3,No,N/A,0.76,Fair,Bundled Services Loan,420
LOAN_0002098,FARMER_08346,ENT_008346,1450000,7.8,2024-01-28,No,0,,12,9,Non-creditworthy,0.58,0.68,Commercial Bank,4,9.9,0,No,N/A,0.0,None,Bundled Services Loan,564
LOAN_0002099,FARMER_08359,ENT_008359,1610000,10.3,2015-10-02,No,933800,2015-12-16,18,18,Creditworthy,4.67,0.6,Government Program,4,3.2,6,No,N/A,0.58,Fair,Asset Acquisition,393
LOAN_0002100,FARMER_08360,ENT_008360,880000,16.2,2019-03-12,Yes,853600,2020-03-06,12,6,Non-creditworthy,2.21,0.58,Cooperative,5,57.4,6,No,N/A,0.97,Excellent,Mechanization Loan,517
LOAN_0002101,FARMER_08366,ENT_008366,1035000,27.3,2019-12-26,No,900450,2021-07-27,24,7,Non-creditworthy,0.95,0.7,Government Program,0,41.8,0,No,N/A,0.87,Good,Asset Acquisition,610
LOAN_0002102,FARMER_08367,ENT_008367,3160000,25.4,2022-07-09,Yes,0,,18,2,Non-creditworthy,1.47,0.77,Bank of Agriculture,4,56.8,2,No,N/A,0.0,None,Input Loan,812
LOAN_0002103,FARMER_08370,ENT_008370,820000,28.5,2021-05-07,Yes,0,,18,2,Creditworthy,0.92,0.48,Informal Lender,0,47.9,2,No,N/A,0.0,None,Input Loan,495
LOAN_0002104,FARMER_08371,ENT_008371,7140000,31.5,2023-02-25,No,0,,36,1,Creditworthy,5.0,0.67,Family/Friends,1,7.1,0,No,N/A,0.0,None,Bundled Services Loan,682
LOAN_0002105,FARMER_08375,ENT_008375,690000,26.4,2022-07-08,No,676200,2022-08-13,6,4,Non-creditworthy,0.57,0.5,Microfinance Bank,4,55.1,6,No,N/A,0.98,Excellent,Asset Acquisition,713
LOAN_0002106,FARMER_08388,ENT_008388,1680000,9.3,2014-12-11,Yes,0,,18,10,Creditworthy,1.62,0.52,Bank of Agriculture,1,1.1,5,No,N/A,0.0,None,Storage Construction,341
LOAN_0002107,FARMER_08390,ENT_008390,2210000,34.5,2023-06-17,Yes,1392300,2024-09-14,18,14,Creditworthy,1.53,0.44,Family/Friends,2,79.3,3,No,N/A,0.63,Fair,Input Loan,772
LOAN_0002108,FARMER_08392,ENT_008392,6320000,26.7,2022-11-26,No,5308800,2023-07-20,24,22,Creditworthy,2.52,0.7,Informal Lender,1,84.1,5,No,N/A,0.84,Good,Mechanization Loan,679
LOAN_0002109,FARMER_08394,ENT_008394,3710000,28.9,2018-11-27,No,964600,2019-01-26,12,4,Non-creditworthy,2.14,0.71,Microfinance Bank,4,56.6,6,Yes,Policy Change,0.26,Poor,Land Expansion,811
LOAN_0002110,FARMER_08395,ENT_008395,485000,24.5,2021-10-10,No,475300,2021-12-09,18,10,Non-creditworthy,0.45,0.54,Family/Friends,0,28.1,1,No,N/A,0.98,Excellent,Asset Acquisition,346
LOAN_0002111,FARMER_08405,ENT_008405,135000,33.9,2022-06-06,Yes,112050,2024-05-12,36,31,Creditworthy,0.45,0.75,Government Program,2,53.0,0,No,N/A,0.83,Good,Input Loan,682
LOAN_0002112,FARMER_08410,ENT_008410,45000,28.2,2021-08-18,Yes,31500,2022-12-22,18,3,Creditworthy,0.17,0.5,Microfinance Bank,3,19.8,2,No,N/A,0.7,Fair,Land Expansion,597
LOAN_0002113,FARMER_08412,ENT_008412,4185000,12.5,2021-01-07,Yes,2301750,2021-03-14,6,4,Creditworthy,2.11,0.69,Informal Lender,0,1.4,4,No,N/A,0.55,Fair,Processing Equipment,726
LOAN_0002114,FARMER_08422,ENT_008422,800000,7.6,2021-06-26,Yes,384000,2021-11-15,36,1,Non-creditworthy,1.27,0.56,Commercial Bank,5,16.3,0,Yes,Other,0.48,Poor,Mechanization Loan,312
LOAN_0002115,FARMER_08424,ENT_008424,55000,19.9,2015-03-21,No,24200,2016-04-18,18,10,Non-creditworthy,0.45,0.68,Government Program,3,77.7,4,Yes,Pest Attack,0.44,Poor,Mechanization Loan,733
LOAN_0002116,FARMER_08426,ENT_008426,980000,8.4,2023-04-25,Yes,646800,2024-03-22,24,3,Non-creditworthy,1.38,0.55,Informal Lender,0,82.9,2,No,N/A,0.66,Fair,Bundled Services Loan,409
LOAN_0002117,FARMER_08433,ENT_008433,1130000,8.8,2023-11-10,Yes,655400,2024-11-15,36,18,Creditworthy,0.6,0.58,Informal Lender,3,47.9,1,No,N/A,0.58,Fair,Working Capital,850
LOAN_0002118,FARMER_08435,ENT_008435,1790000,28.9,2017-10-16,No,0,,36,13,Non-creditworthy,0.85,0.6,Family/Friends,1,30.7,0,No,N/A,0.0,None,Input Loan,473
LOAN_0002119,FARMER_08438,ENT_008438,70000,34.7,2023-11-22,Yes,68600,2024-04-12,6,5,Creditworthy,0.51,0.77,Family/Friends,1,92.6,6,No,N/A,0.98,Excellent,Working Capital,811
LOAN_0002120,FARMER_08440,ENT_008440,95000,14.5,2023-12-09,No,54150,2024-07-18,12,3,Non-creditworthy,0.7,0.55,Informal Lender,3,74.5,6,No,N/A,0.57,Fair,Land Expansion,455
LOAN_0002121,FARMER_08442,ENT_008442,2750000,5.4,2024-02-19,No,1182500,2024-07-19,6,6,Non-creditworthy,0.96,0.67,Commercial Bank,4,29.4,2,Yes,Low/Poor Yield,0.43,Poor,Processing Equipment,628
LOAN_0002122,FARMER_08451,ENT_008451,3595000,14.4,2018-06-28,Yes,3559050,2019-02-23,12,10,Non-creditworthy,2.64,0.75,Microfinance Bank,2,39.8,1,No,N/A,0.99,Excellent,Storage Construction,401
LOAN_0002123,FARMER_08455,ENT_008455,3130000,9.5,2016-03-06,No,3036100,2016-05-19,18,9,Non-creditworthy,2.96,0.64,Family/Friends,1,33.6,6,No,N/A,0.97,Excellent,Input Loan,841
LOAN_0002124,FARMER_08460,ENT_008460,8345000,8.2,2018-04-03,No,7677400,2018-07-30,12,9,Non-creditworthy,4.61,0.62,Bank of Agriculture,2,41.7,0,No,N/A,0.92,Good,Input Loan,677
LOAN_0002125,FARMER_08461,ENT_008461,8660000,6.3,2023-09-21,Yes,1905200,2023-11-03,12,12,Non-creditworthy,4.48,0.61,Cooperative,2,87.9,6,Yes,Market Loss,0.22,Poor,Mechanization Loan,693
LOAN_0002126,FARMER_08462,ENT_008462,2600000,27.8,2022-03-12,Yes,2106000,2022-08-10,6,3,Non-creditworthy,1.83,0.45,Informal Lender,4,29.6,6,No,N/A,0.81,Good,Storage Construction,640
LOAN_0002127,FARMER_08464,ENT_008464,1130000,30.0,2020-12-05,Yes,824900,2021-03-27,12,1,Creditworthy,0.98,0.64,Cooperative,3,30.6,3,No,N/A,0.73,Fair,Mechanization Loan,791
LOAN_0002128,FARMER_08465,ENT_008465,1490000,29.4,2024-02-22,No,1490000,2025-04-23,18,15,Creditworthy,0.66,0.69,Government Program,2,9.6,5,No,N/A,1.0,Excellent,Mechanization Loan,423
LOAN_0002129,FARMER_08467,ENT_008467,1005000,28.6,2023-06-28,No,291450,2024-04-18,24,11,Non-creditworthy,1.33,0.78,Cooperative,0,76.9,5,Yes,Pest Attack,0.29,Poor,Land Expansion,661
LOAN_0002130,FARMER_08469,ENT_008469,1385000,33.7,2017-06-18,No,1163400,2019-05-28,24,15,Creditworthy,1.41,0.61,Bank of Agriculture,2,68.1,2,No,N/A,0.84,Good,Bundled Services Loan,722
LOAN_0002131,FARMER_08472,ENT_008472,10095000,11.5,2020-10-21,Yes,8277900,2022-01-24,24,15,Non-creditworthy,4.95,0.73,Cooperative,3,72.9,2,No,N/A,0.82,Good,Storage Construction,562
LOAN_0002132,FARMER_08478,ENT_008478,980000,18.2,2016-12-16,No,970200,2017-12-21,36,6,Creditworthy,1.68,0.44,Bank of Agriculture,2,69.7,2,No,N/A,0.99,Excellent,Storage Construction,467
LOAN_0002133,FARMER_08485,ENT_008485,2015000,24.1,2016-05-04,Yes,1511250,2016-08-07,6,3,Non-creditworthy,1.48,0.7,Informal Lender,0,87.6,2,No,N/A,0.75,Fair,Bundled Services Loan,481
LOAN_0002134,FARMER_08486,ENT_008486,2510000,23.0,2018-12-17,Yes,2083300,2019-06-01,6,5,Non-creditworthy,0.76,0.76,Commercial Bank,1,67.4,0,No,N/A,0.83,Good,Input Loan,376
LOAN_0002135,FARMER_08491,ENT_008491,1740000,24.5,2014-12-18,Yes,400200,2015-03-31,6,5,Non-creditworthy,1.42,0.55,Commercial Bank,4,34.0,0,Yes,Pest Attack,0.23,Poor,Working Capital,410
LOAN_0002136,FARMER_08492,ENT_008492,655000,15.6,2017-10-29,No,242350,2018-03-06,6,4,Non-creditworthy,1.42,0.58,Microfinance Bank,5,83.7,1,Yes,Other,0.37,Poor,Land Expansion,776
LOAN_0002137,FARMER_08495,ENT_008495,205000,24.2,2014-10-31,No,0,,24,23,Creditworthy,1.19,0.6,Family/Friends,2,55.2,2,No,N/A,0.0,None,Asset Acquisition,589
LOAN_0002138,FARMER_08502,ENT_008502,880000,13.0,2016-03-17,No,352000,2017-05-27,18,6,Non-creditworthy,0.76,0.78,Cooperative,2,96.5,6,Yes,Drought/Flood,0.4,Poor,Mechanization Loan,553
LOAN_0002139,FARMER_08503,ENT_008503,2045000,26.6,2021-05-03,Yes,1656450,2021-11-13,12,4,Non-creditworthy,2.03,0.46,Informal Lender,5,52.2,0,No,N/A,0.81,Good,Asset Acquisition,405
LOAN_0002140,FARMER_08504,ENT_008504,3180000,16.1,2017-09-02,No,0,,12,5,Non-creditworthy,1.77,0.7,Informal Lender,3,94.1,4,No,N/A,0.0,None,Processing Equipment,571
LOAN_0002141,FARMER_08507,ENT_008507,1410000,31.3,2023-07-22,Yes,1283100,2023-11-11,6,6,Creditworthy,1.23,0.76,Family/Friends,3,21.0,4,No,N/A,0.91,Good,Mechanization Loan,365
LOAN_0002142,FARMER_08509,ENT_008509,3230000,9.4,2022-06-06,No,3165400,2023-11-17,18,1,Creditworthy,1.09,0.73,Bank of Agriculture,1,41.8,0,No,N/A,0.98,Excellent,Processing Equipment,779
LOAN_0002143,FARMER_08513,ENT_008513,4610000,33.2,2023-05-14,No,0,,36,13,Creditworthy,4.61,0.43,Family/Friends,4,85.2,5,No,N/A,0.0,None,Asset Acquisition,420
LOAN_0002144,FARMER_08515,ENT_008515,2050000,27.9,2023-01-26,No,1722000,2023-05-22,6,6,Non-creditworthy,7.82,0.46,Family/Friends,4,34.3,0,No,N/A,0.84,Good,Input Loan,735
LOAN_0002145,FARMER_08521,ENT_008521,4265000,14.4,2015-01-31,Yes,0,,36,22,Creditworthy,1.42,0.63,Microfinance Bank,4,49.3,1,No,N/A,0.0,None,Land Expansion,556
LOAN_0002146,FARMER_08523,ENT_008523,385000,17.4,2022-09-26,Yes,385000,2023-01-07,6,4,Creditworthy,0.24,0.53,Bank of Agriculture,1,24.7,6,No,N/A,1.0,Excellent,Asset Acquisition,487
LOAN_0002147,FARMER_08524,ENT_008524,1605000,11.8,2019-01-17,No,385200,2019-02-24,6,3,Non-creditworthy,1.18,0.65,Family/Friends,4,45.7,2,Yes,Market Loss,0.24,Poor,Working Capital,409
LOAN_0002148,FARMER_08532,ENT_008532,8350000,30.1,2019-12-08,Yes,8016000,2020-05-31,24,4,Creditworthy,2.33,0.43,Informal Lender,1,95.4,3,No,N/A,0.96,Excellent,Processing Equipment,405
LOAN_0002149,FARMER_08533,ENT_008533,910000,11.7,2015-07-13,Yes,900900,2015-09-29,6,4,Non-creditworthy,2.64,0.41,Commercial Bank,1,54.1,0,No,N/A,0.99,Excellent,Asset Acquisition,419
LOAN_0002150,FARMER_08553,ENT_008553,1405000,32.5,2024-03-05,Yes,0,,18,7,Non-creditworthy,0.72,0.45,Government Program,1,16.8,5,No,N/A,0.0,None,Input Loan,762
LOAN_0002151,FARMER_08555,ENT_008555,515000,24.2,2023-11-04,No,504700,2024-04-18,6,3,Non-creditworthy,0.57,0.53,Microfinance Bank,4,41.0,6,No,N/A,0.98,Excellent,Bundled Services Loan,675
LOAN_0002152,FARMER_08557,ENT_008557,835000,34.3,2023-04-04,No,809950,2023-10-10,12,2,Non-creditworthy,0.57,0.78,Bank of Agriculture,2,39.5,6,No,N/A,0.97,Excellent,Land Expansion,838
LOAN_0002153,FARMER_08560,ENT_008560,765000,15.2,2020-02-26,No,153000,2020-09-01,24,22,Non-creditworthy,0.86,0.8,Commercial Bank,2,69.7,3,Yes,Pest Attack,0.2,Poor,Processing Equipment,482
LOAN_0002154,FARMER_08566,ENT_008566,5880000,26.3,2023-10-24,No,5233200,2025-05-07,24,15,Creditworthy,4.48,0.67,Bank of Agriculture,0,25.7,6,No,N/A,0.89,Good,Working Capital,335
LOAN_0002155,FARMER_08571,ENT_008571,670000,16.6,2022-09-09,Yes,0,,18,18,Creditworthy,0.4,0.4,Cooperative,4,8.1,6,No,N/A,0.0,None,Storage Construction,807
LOAN_0002156,FARMER_08575,ENT_008575,305000,28.6,2023-07-16,No,253150,2023-09-27,6,4,Non-creditworthy,2.75,0.76,Government Program,3,28.3,5,No,N/A,0.83,Good,Input Loan,588
LOAN_0002157,FARMER_08591,ENT_008591,2065000,25.1,2016-11-10,No,454300,2017-08-31,18,16,Non-creditworthy,1.44,0.65,Government Program,2,65.2,0,Yes,Other,0.22,Poor,Mechanization Loan,616
LOAN_0002158,FARMER_08593,ENT_008593,2615000,16.4,2023-05-31,Yes,0,,36,24,Creditworthy,1.55,0.62,Government Program,4,37.7,2,No,N/A,0.0,None,Asset Acquisition,623
LOAN_0002159,FARMER_08595,ENT_008595,1665000,31.9,2020-05-01,Yes,882450,2022-08-20,36,21,Non-creditworthy,1.58,0.48,Informal Lender,0,94.6,6,No,N/A,0.53,Fair,Storage Construction,747
LOAN_0002160,FARMER_08599,ENT_008599,855000,13.2,2021-01-05,Yes,837900,2021-03-11,6,5,Non-creditworthy,0.36,0.46,Informal Lender,4,31.8,6,No,N/A,0.98,Excellent,Input Loan,464
LOAN_0002161,FARMER_08601,ENT_008601,980000,11.2,2024-02-10,No,705600,2024-04-04,24,16,Non-creditworthy,0.45,0.72,Commercial Bank,2,35.7,6,No,N/A,0.72,Fair,Mechanization Loan,416
LOAN_0002162,FARMER_08602,ENT_008602,3800000,19.2,2019-11-26,No,3800000,2020-08-04,18,12,Creditworthy,2.84,0.68,Bank of Agriculture,3,83.3,3,No,N/A,1.0,Excellent,Input Loan,620
LOAN_0002163,FARMER_08606,ENT_008606,1220000,25.5,2014-11-21,No,0,,36,21,Non-creditworthy,1.08,0.52,Microfinance Bank,3,89.7,0,No,N/A,0.0,None,Bundled Services Loan,548
LOAN_0002164,FARMER_08607,ENT_008607,945000,8.5,2022-09-14,Yes,652050,2023-01-19,24,13,Creditworthy,1.9,0.49,Microfinance Bank,0,23.2,0,No,N/A,0.69,Fair,Working Capital,803
LOAN_0002165,FARMER_08608,ENT_008608,1370000,5.5,2023-12-18,Yes,0,,24,16,Creditworthy,1.91,0.6,Microfinance Bank,0,54.8,6,No,N/A,0.0,None,Mechanization Loan,409
LOAN_0002166,FARMER_08624,ENT_008624,440000,29.6,2023-09-20,No,228800,2024-06-28,12,11,Non-creditworthy,1.23,0.76,Bank of Agriculture,3,12.7,3,No,N/A,0.52,Fair,Land Expansion,756
LOAN_0002167,FARMER_08626,ENT_008626,805000,26.9,2019-06-11,Yes,96600,2019-08-04,6,1,Non-creditworthy,0.4,0.44,Government Program,2,79.6,6,Yes,Pest Attack,0.12,Poor,Land Expansion,605
LOAN_0002168,FARMER_08632,ENT_008632,1240000,18.1,2016-05-27,Yes,1153200,2016-08-25,12,6,Non-creditworthy,0.46,0.55,Informal Lender,3,8.9,4,No,N/A,0.93,Good,Mechanization Loan,596
LOAN_0002169,FARMER_08639,ENT_008639,2470000,15.7,2024-01-26,No,2223000,2024-06-04,6,6,Creditworthy,1.02,0.69,Government Program,0,96.6,3,No,N/A,0.9,Good,Input Loan,499
LOAN_0002170,FARMER_08640,ENT_008640,160000,27.4,2022-11-21,No,112000,2023-09-27,12,1,Creditworthy,0.66,0.43,Commercial Bank,3,15.4,5,No,N/A,0.7,Fair,Input Loan,676
LOAN_0002171,FARMER_08643,ENT_008643,970000,9.8,2022-08-24,No,669300,2023-09-15,18,14,Non-creditworthy,0.66,0.61,Cooperative,3,86.5,5,No,N/A,0.69,Fair,Asset Acquisition,494
LOAN_0002172,FARMER_08644,ENT_008644,685000,22.8,2020-06-27,No,102750,2021-05-29,12,12,Non-creditworthy,0.59,0.69,Cooperative,1,61.7,3,Yes,Policy Change,0.15,Poor,Land Expansion,414
LOAN_0002173,FARMER_08648,ENT_008648,955000,9.7,2020-11-01,Yes,773550,2021-05-21,12,10,Non-creditworthy,2.3,0.74,Cooperative,5,59.4,2,No,N/A,0.81,Good,Processing Equipment,797
LOAN_0002174,FARMER_08652,ENT_008652,1100000,20.2,2021-07-03,No,627000,2021-08-03,6,2,Creditworthy,0.35,0.5,Family/Friends,2,39.1,4,No,N/A,0.57,Fair,Bundled Services Loan,626
LOAN_0002175,FARMER_08654,ENT_008654,1020000,17.2,2024-01-07,Yes,0,,18,14,Non-creditworthy,0.59,0.56,Informal Lender,4,47.7,3,No,N/A,0.0,None,Storage Construction,318
LOAN_0002176,FARMER_08662,ENT_008662,5930000,8.7,2023-10-30,Yes,4803300,2024-10-24,18,1,Creditworthy,3.19,0.51,Cooperative,3,74.8,2,No,N/A,0.81,Good,Asset Acquisition,393
LOAN_0002177,FARMER_08663,ENT_008663,155000,27.7,2017-01-28,Yes,150350,2018-06-03,18,6,Creditworthy,0.14,0.76,Government Program,2,38.9,6,No,N/A,0.97,Excellent,Bundled Services Loan,755
LOAN_0002178,FARMER_08664,ENT_008664,50000,5.7,2022-05-03,No,0,,36,33,Creditworthy,0.19,0.47,Family/Friends,1,89.7,4,No,N/A,0.0,None,Input Loan,531
LOAN_0002179,FARMER_08666,ENT_008666,735000,22.9,2017-04-18,Yes,668850,2019-09-25,36,15,Non-creditworthy,0.82,0.51,Government Program,0,89.0,0,No,N/A,0.91,Good,Bundled Services Loan,420
LOAN_0002180,FARMER_08670,ENT_008670,400000,9.3,2023-07-15,Yes,248000,2023-11-15,6,4,Creditworthy,0.5,0.44,Microfinance Bank,0,15.6,3,No,N/A,0.62,Fair,Bundled Services Loan,499
LOAN_0002181,FARMER_08671,ENT_008671,2715000,12.0,2016-06-19,Yes,0,,18,12,Non-creditworthy,1.26,0.4,Commercial Bank,0,66.7,0,No,N/A,0.0,None,Processing Equipment,526
LOAN_0002182,FARMER_08672,ENT_008672,1335000,11.2,2017-09-07,Yes,627450,2018-06-22,12,11,Non-creditworthy,0.48,0.43,Informal Lender,4,45.4,4,Yes,Market Loss,0.47,Poor,Storage Construction,613
LOAN_0002183,FARMER_08674,ENT_008674,1890000,27.6,2017-06-13,Yes,1096200,2017-09-23,12,4,Non-creditworthy,1.88,0.7,Government Program,3,96.9,2,No,N/A,0.58,Fair,Storage Construction,557
