state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Benue,32,Female,None,7,6.53,Maize,None,Goats,11,True,True,60351,7256,362,1083,False,False,0,None,False,False,False,0,2025-02-22,2025-04-22,Medium,False,67607,9658.142857142857,Medium (5-10ha)
Delta,59,Female,Primary,2,3.4,Rice,Cocoa,Fish Farming,17,False,False,163639,64924,444,9587,False,False,0,None,False,False,True,70,2025-04-09,2025-04-13,High,False,228563,114281.5,Small (1-5ha)
Benue,28,Female,Primary,11,3.86,Maize,Oil Palm,Cattle,9,True,False,11396,4319,759,6277,True,True,460378,Mechanization Services,True,False,False,0,2025-04-09,2025-03-19,Low,False,15715,1428.6363636363637,Small (1-5ha)
Delta,65,Male,Secondary,2,0.71,Groundnut,Millet,None,42,True,True,95029,36001,477,1571,True,False,0,None,False,False,True,72,2025-03-28,2025-03-13,High,False,131030,65515.0,Subsistence (<1ha)
Rivers,63,Male,None,5,2.7,Maize,Soybean,Fish Farming,29,True,True,130985,48250,571,4149,True,False,0,None,False,False,False,0,2025-04-24,2025-04-07,Low,False,179235,35847.0,Small (1-5ha)
Adamawa,53,Male,Secondary,3,6.11,Cotton,Sesame,None,8,False,True,76151,16764,459,1055,True,False,0,None,False,False,True,87,2025-04-11,2025-04-09,None,False,92915,30971.666666666668,Medium (5-10ha)
Kogi,25,Male,None,11,6.78,Rice,Oil Palm,Goats,0,True,False,11260,1896,680,6852,True,True,263757,Bundled Services,True,False,True,73,2025-03-11,2025-03-28,Low,False,13156,1196.0,Medium (5-10ha)
Kaduna,62,Male,Tertiary,2,9.27,Millet,Rubber,Pigs,39,False,True,8807,3106,431,1820,False,False,0,None,False,False,True,80,2025-02-25,2025-04-13,Low,False,11913,5956.5,Medium (5-10ha)
Benue,24,Female,Primary,3,5.38,Rubber,Cocoa,Sheep,6,True,False,24513,9919,439,8881,False,True,463714,Farm Inputs,True,False,True,78,2025-04-13,2025-03-16,None,False,34432,11477.333333333334,Medium (5-10ha)
Bauchi,23,Female,None,10,2.21,Vegetables,Tomato,Cattle,3,True,True,62926,26921,350,6593,False,False,0,None,False,False,False,0,2025-04-14,2025-03-28,High,False,89847,8984.7,Small (1-5ha)
Bauchi,59,Female,Secondary,1,1.03,Cassava,Soybean,Pigs,22,True,True,106214,47954,337,3145,True,True,325063,Mechanization Services,False,True,False,0,2025-03-30,2025-04-10,Low,False,154168,154168.0,Small (1-5ha)
Bauchi,32,Female,None,9,8.23,Tomato,Rice,Fish Farming,1,True,True,123945,43110,360,1540,True,True,223080,Bundled Services,True,False,True,76,2025-03-29,2025-05-02,High,False,167055,18561.666666666668,Medium (5-10ha)
Kano,38,Female,None,6,7.87,Sesame,Tomato,Fish Farming,16,False,False,70837,15045,624,5491,False,False,0,None,False,False,False,0,2025-03-02,2025-03-11,None,False,85882,14313.666666666666,Medium (5-10ha)
Plateau,58,Female,Primary,12,3.08,Yam,Millet,Sheep,1,True,False,34009,11067,411,5833,True,False,0,None,False,False,False,0,2025-04-02,2025-05-04,None,False,45076,3756.3333333333335,Small (1-5ha)
Imo,32,Male,None,7,2.56,Oil Palm,Sesame,Poultry,10,False,False,164126,17319,724,3831,False,True,359236,Farm Inputs,True,False,False,0,2025-03-29,2025-04-22,Medium,False,181445,25920.714285714286,Small (1-5ha)
Katsina,24,Female,Primary,9,4.18,Sesame,Cotton,Fish Farming,3,False,True,122712,32294,561,9090,True,False,0,None,False,False,True,85,2025-02-07,2025-05-02,Low,False,155006,17222.88888888889,Small (1-5ha)
Ogun,27,Male,Primary,3,8.94,Groundnut,Cassava,Poultry,6,True,False,93212,296,473,2676,False,False,0,None,False,False,False,0,2025-04-21,2025-04-10,Medium,False,93508,31169.333333333332,Medium (5-10ha)
Kaduna,62,Male,Secondary,1,9.54,Rubber,Sorghum,Sheep,7,True,True,110825,42931,824,3738,True,True,464327,Mechanization Services,True,False,True,86,2025-02-09,2025-04-03,High,False,153756,153756.0,Medium (5-10ha)
Zamfara,42,Male,Tertiary,8,6.12,Oil Palm,Yam,None,20,False,True,136493,19314,358,5330,True,False,0,None,False,False,True,73,2025-03-31,2025-04-04,High,False,155807,19475.875,Medium (5-10ha)
Anambra,34,Female,None,2,3.12,Cocoa,Soybean,Sheep,12,True,False,194821,44361,432,6988,True,False,0,None,False,False,False,0,2025-05-03,2025-04-20,Medium,False,239182,119591.0,Small (1-5ha)
Ogun,31,Female,Primary,5,1.03,Soybean,Vegetables,None,4,False,False,58212,24969,375,5816,True,True,328676,Farm Inputs,False,True,False,0,2025-03-06,2025-03-24,High,False,83181,16636.2,Small (1-5ha)
Enugu,58,Female,Primary,8,0.98,Sesame,Rice,Cattle,22,True,True,54630,2198,547,7142,False,False,0,None,False,False,False,0,2025-02-11,2025-04-12,Low,False,56828,7103.5,Subsistence (<1ha)
Kaduna,31,Female,None,2,6.12,Sorghum,None,Goats,11,False,True,105404,40110,483,1476,False,False,0,None,False,False,False,0,2025-04-22,2025-04-14,Medium,False,145514,72757.0,Medium (5-10ha)
Enugu,33,Male,Tertiary,10,1.01,Sorghum,Soybean,Sheep,8,False,True,197212,4245,494,4084,True,True,258985,Bundled Services,False,True,True,100,2025-04-28,2025-04-20,Medium,True,201457,20145.7,Small (1-5ha)
Edo,35,Female,None,12,8.31,Groundnut,Tomato,Cattle,13,True,True,161531,59618,411,8799,True,False,0,None,False,False,True,93,2025-03-12,2025-03-17,High,True,221149,18429.083333333332,Medium (5-10ha)
Borno,51,Female,Tertiary,8,3.29,Cocoa,Groundnut,Pigs,14,True,True,54248,26076,466,2476,False,False,0,None,False,False,True,82,2025-03-31,2025-04-18,Low,False,80324,10040.5,Small (1-5ha)
Nasarawa,22,Male,Tertiary,10,1.7,Cotton,Sorghum,Pigs,0,True,True,164016,74297,378,1656,False,False,0,None,False,False,False,0,2025-03-11,,Low,False,238313,23831.3,Small (1-5ha)
Delta,42,Male,Tertiary,11,3.57,Oil Palm,Yam,Sheep,17,True,True,198056,22648,403,8500,False,True,454549,Mechanization Services,True,False,True,100,2025-03-26,2025-05-03,High,False,220704,20064.0,Small (1-5ha)
Bauchi,38,Female,Primary,7,2.7,Sorghum,Yam,None,18,False,True,126975,2745,830,9515,True,True,35688,Mechanization Services,True,False,False,0,2025-03-12,2025-03-07,High,True,129720,18531.428571428572,Small (1-5ha)
Plateau,43,Female,Primary,12,2.31,Oil Palm,Cowpea,Pigs,10,True,False,51468,21708,377,9742,False,False,0,None,False,False,False,0,2025-02-26,2025-04-18,Medium,True,73176,6098.0,Small (1-5ha)
Cross River,46,Female,Secondary,2,3.56,Cassava,Soybean,Fish Farming,12,True,True,78242,13678,738,6699,False,False,0,None,False,False,True,80,2025-03-09,2025-04-08,Medium,False,91920,45960.0,Small (1-5ha)
Jigawa,21,Male,None,10,1.44,Groundnut,Cassava,Poultry,2,False,True,165768,60819,393,6900,False,False,0,None,False,False,True,76,2025-02-20,,Medium,False,226587,22658.7,Small (1-5ha)
Adamawa,44,Male,Secondary,4,2.32,Cocoa,Oil Palm,Fish Farming,22,True,True,57111,19624,779,6604,True,False,0,None,False,False,False,0,2025-04-24,2025-03-14,None,False,76735,19183.75,Small (1-5ha)
Oyo,55,Female,Secondary,1,7.48,Maize,Cocoa,Sheep,11,False,False,99311,5510,613,3589,False,True,480147,Farm Inputs,False,True,False,0,2025-04-09,2025-04-22,High,False,104821,104821.0,Medium (5-10ha)
Nasarawa,46,Male,Primary,7,1.56,Soybean,Sorghum,Goats,1,False,True,31469,7903,607,6404,True,False,0,None,False,False,False,0,2025-05-02,2025-04-01,None,False,39372,5624.571428571428,Small (1-5ha)
Kwara,20,Female,Primary,4,9.22,Rice,None,Poultry,1,True,False,77133,375,683,8175,False,False,0,None,False,False,True,91,2025-03-14,,High,False,77508,19377.0,Medium (5-10ha)
Plateau,39,Female,Secondary,3,5.73,Maize,Cotton,Goats,11,True,True,179226,1302,537,6645,False,True,95737,Bundled Services,False,True,True,85,2025-04-08,2025-03-14,Medium,False,180528,60176.0,Medium (5-10ha)
Rivers,43,Male,None,1,8.5,Cotton,Cassava,Goats,22,True,False,40331,3419,308,6425,True,True,246367,Farm Inputs,True,False,True,74,2025-02-12,2025-04-26,None,True,43750,43750.0,Medium (5-10ha)
Nasarawa,57,Female,Tertiary,9,6.7,Millet,Rubber,Cattle,31,True,False,52340,5890,723,1151,False,False,0,None,False,False,True,79,2025-03-07,2025-04-02,Medium,False,58230,6470.0,Medium (5-10ha)
Kaduna,22,Male,None,8,6.87,Vegetables,Millet,Pigs,4,False,True,17115,733,455,4869,True,True,93572,Bundled Services,True,False,False,0,2025-02-11,,None,True,17848,2231.0,Medium (5-10ha)
Plateau,62,Female,None,10,7.47,Cotton,Yam,Cattle,14,False,True,50364,2624,349,3013,False,True,118742,Bundled Services,True,False,True,100,2025-02-12,2025-04-07,Medium,False,52988,5298.8,Medium (5-10ha)
Gombe,32,Male,Primary,1,3.42,Soybean,Vegetables,Pigs,6,True,True,71061,27553,848,1359,True,True,58678,Bundled Services,True,False,True,87,2025-03-13,2025-04-25,High,False,98614,98614.0,Small (1-5ha)
Yobe,18,Male,Tertiary,11,3.73,Soybean,Yam,Poultry,0,True,False,134480,59258,418,1103,False,True,230431,Farm Inputs,True,False,True,85,2025-04-25,,None,True,193738,17612.545454545456,Small (1-5ha)
Abia,25,Male,Secondary,11,2.41,Sorghum,Groundnut,Goats,7,False,False,7057,2737,304,709,False,True,32353,Mechanization Services,True,False,False,0,2025-03-14,2025-03-09,None,True,9794,890.3636363636364,Small (1-5ha)
Nasarawa,21,Female,Primary,2,5.42,Tomato,Sesame,Fish Farming,0,True,False,197067,72331,772,8612,True,False,0,None,False,False,False,0,2025-04-06,,Medium,False,269398,134699.0,Medium (5-10ha)
Enugu,44,Female,Primary,11,2.8,Millet,Rubber,None,9,False,True,105252,3674,491,3972,False,False,0,None,False,False,True,75,2025-04-08,2025-04-27,High,False,108926,9902.363636363636,Small (1-5ha)
Sokoto,43,Female,None,10,5.63,Yam,Soybean,None,14,True,True,193550,74586,607,1354,False,True,135901,Bundled Services,True,False,True,97,2025-04-02,2025-04-10,Medium,False,268136,26813.6,Medium (5-10ha)
Kwara,41,Female,None,8,2.08,Tomato,Cassava,None,14,True,True,107619,6634,734,3125,False,True,312983,Farm Inputs,True,False,True,83,2025-03-12,2025-05-04,None,False,114253,14281.625,Small (1-5ha)
Plateau,65,Male,Tertiary,2,4.71,Tomato,Rubber,Sheep,43,True,True,64791,15229,654,7084,True,False,0,None,False,False,True,100,2025-05-01,2025-03-25,High,True,80020,40010.0,Small (1-5ha)
Yobe,50,Female,None,3,0.68,Tomato,Cocoa,Goats,4,True,False,164246,2534,506,2717,True,False,0,None,False,False,False,0,2025-04-19,2025-03-08,Low,True,166780,55593.333333333336,Subsistence (<1ha)
Bayelsa,23,Female,Tertiary,12,4.19,Sesame,Cowpea,None,0,True,False,37631,12920,607,5178,False,True,56921,Mechanization Services,True,False,True,89,2025-04-20,2025-04-17,None,False,50551,4212.583333333333,Small (1-5ha)
Kaduna,28,Male,Tertiary,3,4.68,Rice,Cassava,None,1,True,True,199688,68846,628,6051,False,False,0,None,False,False,True,91,2025-05-03,2025-04-14,None,True,268534,89511.33333333333,Small (1-5ha)
Plateau,55,Female,Secondary,2,1.33,Groundnut,Cowpea,Cattle,13,False,True,89779,11182,661,3423,True,True,394686,Mechanization Services,True,False,True,97,2025-02-09,2025-03-12,None,True,100961,50480.5,Small (1-5ha)
Kogi,65,Female,Tertiary,8,6.97,Cocoa,Cotton,Poultry,0,True,False,67645,27267,692,5756,False,True,79162,Farm Inputs,True,False,True,94,2025-03-28,2025-04-27,Medium,False,94912,11864.0,Medium (5-10ha)
Kogi,59,Female,None,3,0.98,Maize,Soybean,Sheep,7,False,False,134475,14596,538,9849,True,True,102962,Mechanization Services,True,False,False,0,2025-03-12,2025-04-20,Medium,True,149071,49690.333333333336,Subsistence (<1ha)
Enugu,44,Male,Secondary,12,4.61,Groundnut,None,Goats,5,False,True,119976,2790,828,7787,True,False,0,None,False,False,True,85,2025-02-24,2025-03-18,Medium,True,122766,10230.5,Small (1-5ha)
Abia,22,Female,None,3,5.78,Tomato,Cowpea,Poultry,2,False,False,161028,67403,690,2990,False,False,0,None,False,False,True,80,2025-04-30,,Low,True,228431,76143.66666666667,Medium (5-10ha)
Kebbi,54,Female,None,5,2.04,Vegetables,Rubber,Sheep,15,True,True,144559,66813,495,4888,True,True,385928,Mechanization Services,False,True,True,90,2025-02-14,2025-04-10,Low,True,211372,42274.4,Small (1-5ha)
Osun,37,Female,Tertiary,9,5.54,Sorghum,Soybean,Sheep,1,True,True,145765,2271,635,4971,True,True,48474,Mechanization Services,False,True,False,0,2025-03-15,2025-03-09,Low,False,148036,16448.444444444445,Medium (5-10ha)
Lagos,60,Female,Primary,5,2.35,Maize,Yam,Cattle,15,False,False,182238,88271,550,2063,True,True,219498,Farm Inputs,True,False,False,0,2025-04-27,2025-04-10,Medium,False,270509,54101.8,Small (1-5ha)
Sokoto,43,Female,None,10,5.32,Oil Palm,None,Poultry,19,True,False,106868,46010,501,1367,True,True,99215,Mechanization Services,False,True,True,92,2025-04-16,2025-03-10,None,False,152878,15287.8,Medium (5-10ha)
Bauchi,29,Male,Tertiary,5,6.28,Maize,Millet,Poultry,5,False,True,186853,37551,786,3359,False,True,454975,Farm Inputs,True,False,True,91,2025-03-31,2025-03-11,High,True,224404,44880.8,Medium (5-10ha)
Cross River,23,Female,Primary,8,1.07,Rice,None,None,4,False,True,134611,31716,804,6668,True,True,475793,Farm Inputs,False,True,True,85,2025-02-10,2025-04-22,Low,False,166327,20790.875,Small (1-5ha)
Plateau,41,Female,Tertiary,8,0.52,Yam,Tomato,Sheep,22,False,True,69762,14537,390,2049,False,False,0,None,False,False,False,0,2025-03-09,2025-04-03,Low,False,84299,10537.375,Subsistence (<1ha)
Edo,47,Female,None,7,8.17,Yam,Groundnut,Goats,27,True,False,107793,6727,811,8923,False,False,0,None,False,False,False,0,2025-02-22,2025-04-20,High,True,114520,16360.0,Medium (5-10ha)
Adamawa,50,Female,Secondary,4,0.74,Rice,Rubber,Goats,5,False,True,28092,6337,563,1936,False,False,0,None,False,False,True,72,2025-02-10,2025-04-13,High,True,34429,8607.25,Subsistence (<1ha)
Niger,30,Female,Tertiary,6,9.64,Rubber,None,None,4,True,True,156121,33178,329,4181,False,False,0,None,False,False,True,81,2025-04-30,2025-03-14,Low,False,189299,31549.833333333332,Medium (5-10ha)
Zamfara,27,Female,Secondary,11,5.73,Maize,Cocoa,Fish Farming,6,False,False,34872,15961,697,2289,False,False,0,None,False,False,True,74,2025-04-22,2025-04-19,Low,False,50833,4621.181818181818,Medium (5-10ha)
Yobe,64,Female,None,3,2.41,Tomato,Cocoa,Poultry,24,False,False,174304,41644,424,7624,False,True,496956,Farm Inputs,True,False,False,0,2025-03-29,2025-04-30,Low,True,215948,71982.66666666667,Small (1-5ha)
Kwara,43,Female,Tertiary,7,7.33,Soybean,Rubber,Sheep,16,True,True,20049,6411,729,7209,True,False,0,None,False,False,True,97,2025-04-29,2025-03-11,High,False,26460,3780.0,Medium (5-10ha)
Nasarawa,58,Female,Tertiary,10,7.39,Rice,Rubber,Poultry,21,True,True,61415,19763,384,7640,False,False,0,None,False,False,True,72,2025-02-22,2025-04-14,None,False,81178,8117.8,Medium (5-10ha)
Kogi,22,Female,Tertiary,12,3.27,Groundnut,Maize,None,2,True,False,144150,20120,310,2248,False,True,179006,Mechanization Services,False,True,False,0,2025-02-22,,None,False,164270,13689.166666666666,Small (1-5ha)
Gombe,65,Male,Primary,3,2.1,Sesame,Rice,Poultry,3,False,False,174820,12213,566,4174,False,False,0,None,False,False,True,86,2025-03-26,2025-05-02,Low,False,187033,62344.333333333336,Small (1-5ha)
Lagos,48,Female,Secondary,3,5.75,Maize,Groundnut,Goats,27,False,True,133544,63238,553,4598,False,True,320284,Farm Inputs,True,False,False,0,2025-02-28,2025-03-19,Medium,True,196782,65594.0,Medium (5-10ha)
Bauchi,40,Male,Primary,5,4.67,Soybean,Groundnut,Goats,19,False,False,191476,77296,312,5073,True,False,0,None,False,False,True,79,2025-05-05,2025-04-17,None,False,268772,53754.4,Small (1-5ha)
Kwara,42,Male,Secondary,9,1.86,Soybean,Millet,None,4,True,False,137733,50664,338,2979,False,False,0,None,False,False,False,0,2025-04-27,2025-04-24,Medium,False,188397,20933.0,Small (1-5ha)
Bayelsa,53,Female,Secondary,12,7.67,Cowpea,Cassava,Pigs,10,True,False,30320,3135,520,8289,False,False,0,None,False,False,True,74,2025-03-23,2025-03-07,High,False,33455,2787.9166666666665,Medium (5-10ha)
Plateau,55,Female,Secondary,7,2.52,Maize,None,Poultry,30,False,True,175941,47623,434,6499,True,False,0,None,False,False,False,0,2025-04-16,2025-03-07,High,False,223564,31937.714285714286,Small (1-5ha)
Gombe,39,Male,Secondary,7,7.09,Yam,Tomato,Cattle,10,False,False,153137,9935,700,5542,False,False,0,None,False,False,False,0,2025-04-09,2025-04-23,Low,True,163072,23296.0,Medium (5-10ha)
Ondo,62,Male,Primary,5,8.36,Groundnut,None,Poultry,8,False,False,54090,13888,495,4429,False,False,0,None,False,False,False,0,2025-03-04,2025-03-20,None,False,67978,13595.6,Medium (5-10ha)
Taraba,50,Male,Primary,1,1.47,Cowpea,Maize,Goats,32,False,True,151415,57517,503,6842,False,False,0,None,False,False,True,83,2025-02-25,2025-03-23,High,False,208932,208932.0,Small (1-5ha)
Osun,45,Male,Secondary,3,1.88,Maize,Sesame,Fish Farming,6,True,True,41892,19449,400,7360,False,False,0,None,False,False,False,0,2025-03-03,2025-04-21,Medium,False,61341,20447.0,Small (1-5ha)
Ondo,24,Male,Secondary,9,9.07,Millet,Sorghum,None,2,False,False,143079,9948,330,1319,False,False,0,None,False,False,False,0,2025-03-06,2025-04-12,High,False,153027,17003.0,Medium (5-10ha)
Adamawa,21,Female,Primary,11,2.59,Yam,Sesame,Goats,1,True,False,131650,9773,378,7373,False,True,437976,Farm Inputs,True,False,False,0,2025-03-24,,High,False,141423,12856.636363636364,Small (1-5ha)
Cross River,38,Male,Primary,1,9.9,Maize,Millet,Goats,2,False,True,150711,1982,363,1290,True,False,0,None,False,False,False,0,2025-04-10,2025-03-17,None,False,152693,152693.0,Medium (5-10ha)
Edo,24,Male,Secondary,6,2.91,Millet,Rubber,Pigs,5,True,True,181621,38528,508,1981,False,False,0,None,False,False,True,79,2025-02-10,2025-05-01,High,False,220149,36691.5,Small (1-5ha)
Jigawa,18,Male,Primary,2,8.77,Rubber,Groundnut,Pigs,0,True,True,138595,42893,560,9426,False,False,0,None,False,False,True,72,2025-03-04,,Medium,False,181488,90744.0,Medium (5-10ha)
Benue,33,Male,None,2,7.07,Rubber,Yam,Cattle,11,False,False,10239,4220,519,9095,True,False,0,None,False,False,True,93,2025-04-18,2025-04-17,Low,False,14459,7229.5,Medium (5-10ha)
Edo,59,Female,Secondary,10,2.04,Soybean,None,Cattle,38,False,False,37209,14823,627,3944,True,True,495309,Farm Inputs,False,True,True,96,2025-02-08,2025-04-16,High,True,52032,5203.2,Small (1-5ha)
Borno,64,Female,None,3,8.94,Cotton,Cocoa,Sheep,9,True,True,172609,23996,776,1494,False,True,332046,Bundled Services,False,True,False,0,2025-04-01,2025-03-15,Medium,True,196605,65535.0,Medium (5-10ha)
Gombe,64,Male,Tertiary,10,9.45,Cassava,Vegetables,Goats,34,True,True,167532,35552,523,7784,True,False,0,None,False,False,False,0,2025-02-10,2025-03-23,None,True,203084,20308.4,Medium (5-10ha)
Delta,43,Female,Secondary,2,1.78,Oil Palm,Rubber,Poultry,13,True,False,64316,16173,390,3920,False,True,334247,Bundled Services,True,False,False,0,2025-04-19,2025-04-14,Medium,False,80489,40244.5,Small (1-5ha)
Adamawa,64,Female,None,2,9.78,Oil Palm,Sesame,None,44,False,True,56649,13302,787,4666,False,False,0,None,False,False,True,91,2025-04-17,2025-03-19,High,False,69951,34975.5,Medium (5-10ha)
Cross River,25,Male,None,7,5.38,Sorghum,Cocoa,None,6,True,False,84236,16846,848,4977,False,False,0,None,False,False,True,91,2025-02-27,2025-03-16,High,False,101082,14440.285714285714,Medium (5-10ha)
Kano,31,Female,Tertiary,11,9.2,Maize,Oil Palm,Poultry,4,True,True,131915,20357,374,9639,True,True,475061,Farm Inputs,False,True,False,0,2025-02-09,2025-04-07,Low,False,152272,13842.90909090909,Medium (5-10ha)
Katsina,26,Female,Secondary,6,6.5,Cowpea,Sorghum,Sheep,8,False,True,145962,6293,369,3866,True,False,0,None,False,False,False,0,2025-04-27,2025-03-30,Low,False,152255,25375.833333333332,Medium (5-10ha)
Cross River,19,Female,Secondary,6,0.83,Cowpea,Millet,Pigs,1,False,True,45597,956,686,3520,True,True,298656,Farm Inputs,True,False,False,0,2025-05-05,,None,False,46553,7758.833333333333,Subsistence (<1ha)
Akwa Ibom,20,Female,Primary,7,0.3,Cowpea,Sesame,Pigs,1,True,False,157160,58514,344,1226,True,False,0,None,False,False,True,100,2025-02-13,,Low,False,215674,30810.571428571428,Subsistence (<1ha)
Ondo,63,Male,Secondary,11,7.88,Groundnut,Sorghum,Fish Farming,42,False,True,15193,1257,393,1949,True,True,239714,Bundled Services,True,False,False,0,2025-04-02,2025-04-25,None,False,16450,1495.4545454545455,Medium (5-10ha)
Jigawa,48,Male,Tertiary,10,2.51,Oil Palm,Cowpea,None,10,True,True,38532,11886,717,2473,True,True,454884,Bundled Services,True,False,True,78,2025-04-29,2025-04-23,None,False,50418,5041.8,Small (1-5ha)
Kebbi,18,Male,Secondary,3,1.71,Maize,Cassava,Poultry,0,True,False,30062,8237,323,7808,True,True,23565,Farm Inputs,True,False,False,0,2025-04-12,,Low,False,38299,12766.333333333334,Small (1-5ha)
Lagos,21,Male,Tertiary,5,7.4,Tomato,Cocoa,None,0,True,True,173881,72499,486,7244,False,True,107439,Mechanization Services,False,True,True,87,2025-02-15,,None,False,246380,49276.0,Medium (5-10ha)
