Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0018966,FARMER_09560,ENT_019022,85000,9.2,2021-11-20,No,96730,2023-05-14,18,5,Non-creditworthy,0.0,0.47,Informal Lender,3,14.7,6,No,N/A
LOAN_0018967,FARMER_09560,ENT_019022,205000,32.2,2022-05-09,No,42646,2022-07-08,6,5,Non-creditworthy,0.01,0.47,Government Program,2,51.1,0,Yes,Other
LOAN_0018968,FARMER_09561,ENT_019023,895000,30.7,2017-04-01,Yes,1444530,2019-03-22,24,3,Creditworthy,0.01,0.75,Cooperative,5,39.9,1,No,N/A
LOAN_0018969,FARMER_09561,ENT_019023,1010000,16.9,2020-05-14,No,185641,2020-08-12,6,4,Non-creditworthy,0.01,0.75,Family/Friends,5,27.1,5,Yes,Other
LOAN_0018970,FARMER_09561,ENT_019024,290000,30.6,2023-12-15,Yes,177953,,18,15,Creditworthy,0.01,0.51,Family/Friends,3,78.0,5,No,N/A
LOAN_0018971,FARMER_09561,ENT_019024,215000,27.7,2020-06-11,Yes,393665,2023-05-27,36,10,Creditworthy,0.0,0.51,Family/Friends,3,3.9,2,No,N/A
LOAN_0018972,FARMER_09562,ENT_019025,180000,19.6,2023-11-10,No,232920,2025-05-03,18,15,Creditworthy,0.16,0.79,Cooperative,1,36.2,0,No,N/A
LOAN_0018973,FARMER_09563,ENT_019028,780000,16.6,2018-03-20,Yes,974220,2019-09-11,18,6,Creditworthy,0.04,0.57,Cooperative,5,45.4,1,No,N/A
LOAN_0018974,FARMER_09563,ENT_019028,820000,13.6,2022-02-02,No,875760,2022-08-01,6,1,Non-creditworthy,0.05,0.57,Commercial Bank,0,6.9,2,No,N/A
LOAN_0018975,FARMER_09563,ENT_019029,130000,33.8,2019-07-04,No,217880,2021-06-23,24,22,Creditworthy,0.0,0.49,Commercial Bank,2,85.5,4,No,N/A
LOAN_0018976,FARMER_09563,ENT_019029,155000,10.7,2015-06-02,Yes,171585,2016-05-27,12,5,Non-creditworthy,0.01,0.49,Commercial Bank,5,66.0,5,No,N/A
LOAN_0018977,FARMER_09565,ENT_019032,60000,24.5,2016-08-27,Yes,74700,2017-08-22,12,3,Creditworthy,0.0,0.63,Cooperative,2,53.0,6,No,N/A
LOAN_0018978,FARMER_09565,ENT_019032,50000,7.7,2022-06-19,Yes,55775,2023-12-11,18,5,Non-creditworthy,0.0,0.63,Cooperative,1,54.8,3,No,N/A
LOAN_0018979,FARMER_09566,ENT_019033,475000,13.2,2017-02-21,Yes,506350,2017-08-20,6,4,Creditworthy,0.02,0.7,Bank of Agriculture,4,77.7,0,No,N/A
LOAN_0018980,FARMER_09567,ENT_019034,470000,16.6,2024-09-28,Yes,509010,2025-03-27,6,2,Creditworthy,0.05,0.57,Microfinance Bank,3,17.0,6,No,N/A
LOAN_0018981,FARMER_09567,ENT_019034,535000,22.5,2022-09-14,Yes,775750,2024-09-03,24,1,Creditworthy,0.06,0.57,Government Program,1,47.0,1,No,N/A
LOAN_0018982,FARMER_09569,ENT_019036,265000,6.4,2016-03-15,No,290440,2017-09-06,18,2,Non-creditworthy,0.0,0.72,Microfinance Bank,1,66.6,6,No,N/A
LOAN_0018983,FARMER_09569,ENT_019037,465000,15.0,2024-01-12,No,305744,,18,2,Creditworthy,0.47,0.48,Microfinance Bank,2,77.1,0,No,N/A
LOAN_0018984,FARMER_09569,ENT_019037,375000,22.1,2024-10-14,No,133701,2025-06-11,18,2,Non-creditworthy,0.38,0.48,Microfinance Bank,1,83.9,2,Yes,Low/Poor Yield
LOAN_0018985,FARMER_09571,ENT_019040,815000,10.5,2018-03-10,Yes,900575,2019-03-05,12,12,Creditworthy,0.47,0.77,Commercial Bank,3,28.0,3,No,N/A
LOAN_0018986,FARMER_09571,ENT_019040,240000,18.7,2024-03-22,No,99236,,24,7,Non-creditworthy,0.14,0.77,Cooperative,4,18.8,0,No,N/A
LOAN_0018987,FARMER_09571,ENT_019042,145000,5.0,2022-10-06,No,155875,2024-03-29,18,13,Non-creditworthy,0.01,0.45,Bank of Agriculture,4,25.8,6,No,N/A
LOAN_0018988,FARMER_09572,ENT_019043,295000,12.6,2020-02-27,No,313585,2020-08-25,6,5,Creditworthy,0.26,0.57,Bank of Agriculture,5,7.9,5,No,N/A
LOAN_0018989,FARMER_09572,ENT_019043,470000,29.7,2024-12-27,Yes,351530,,36,1,Non-creditworthy,0.41,0.57,Cooperative,2,82.7,6,No,N/A
LOAN_0018990,FARMER_09572,ENT_019044,820000,20.9,2023-04-28,No,991380,2024-04-22,12,8,Non-creditworthy,0.02,0.63,Bank of Agriculture,2,87.7,1,No,N/A
LOAN_0018991,FARMER_09573,ENT_019046,1030000,6.9,2016-04-07,Yes,1243210,2019-03-23,36,30,Creditworthy,0.06,0.63,Family/Friends,4,97.6,4,No,N/A
LOAN_0018992,FARMER_09573,ENT_019047,255000,8.1,2023-08-23,No,285982,2025-02-13,18,7,Creditworthy,0.0,0.46,Family/Friends,1,49.8,0,No,N/A
LOAN_0018993,FARMER_09574,ENT_019048,145000,29.6,2017-07-27,No,209380,2019-01-18,18,15,Non-creditworthy,0.0,0.51,Bank of Agriculture,1,6.7,6,No,N/A
LOAN_0018994,FARMER_09574,ENT_019048,420000,8.0,2023-03-25,Yes,470400,2024-09-15,18,14,Non-creditworthy,0.0,0.51,Family/Friends,3,67.5,6,No,N/A
LOAN_0018995,FARMER_09577,ENT_019055,595000,15.9,2023-09-08,No,689605,2024-09-02,12,10,Creditworthy,0.01,0.78,Informal Lender,3,88.8,2,No,N/A
LOAN_0018996,FARMER_09578,ENT_019056,470000,9.6,2020-05-11,Yes,492560,2020-11-07,6,2,Creditworthy,0.03,0.7,Family/Friends,1,13.8,2,No,N/A
LOAN_0018997,FARMER_09578,ENT_019058,330000,8.3,2024-11-25,Yes,242372,,36,22,Non-creditworthy,0.01,0.76,Informal Lender,5,55.0,1,No,N/A
LOAN_0018998,FARMER_09579,ENT_019059,745000,15.3,2023-10-27,No,496890,,36,26,Non-creditworthy,0.01,0.79,Bank of Agriculture,3,52.8,4,No,N/A
LOAN_0018999,FARMER_09579,ENT_019059,375000,12.8,2020-11-11,Yes,399000,2021-05-10,6,1,Creditworthy,0.0,0.79,Informal Lender,3,80.1,2,No,N/A
LOAN_0019000,FARMER_09579,ENT_019061,35000,10.8,2020-12-03,Yes,42560,2022-11-23,24,11,Non-creditworthy,0.11,0.6,Commercial Bank,4,86.9,0,No,N/A
LOAN_0019001,FARMER_09579,ENT_019061,25000,33.9,2020-07-05,No,29238,2021-01-01,6,1,Creditworthy,0.08,0.6,Commercial Bank,2,18.2,4,No,N/A
LOAN_0019002,FARMER_09580,ENT_019062,900000,32.6,2020-11-01,No,1780200,2023-10-17,36,18,Non-creditworthy,0.05,0.61,Bank of Agriculture,2,53.2,6,No,N/A
LOAN_0019003,FARMER_09580,ENT_019062,1000000,21.4,2022-01-12,No,1321000,2023-07-06,18,10,Creditworthy,0.05,0.61,Microfinance Bank,2,35.3,1,No,N/A
LOAN_0019004,FARMER_09581,ENT_019063,335000,14.5,2024-01-17,Yes,39198,,18,11,Non-creditworthy,0.51,0.65,Bank of Agriculture,2,71.5,2,No,N/A
LOAN_0019005,FARMER_09584,ENT_019067,100000,30.0,2023-07-07,Yes,50023,,24,24,Creditworthy,0.0,0.69,Family/Friends,5,26.1,3,No,N/A
LOAN_0019006,FARMER_09585,ENT_019068,170000,11.9,2021-02-27,Yes,92309,2021-05-28,12,11,Non-creditworthy,0.29,0.66,Cooperative,2,87.8,6,Yes,Illness of Farmer
LOAN_0019007,FARMER_09585,ENT_019068,105000,15.6,2016-09-24,No,129570,2018-03-18,18,14,Creditworthy,0.18,0.66,Microfinance Bank,4,20.8,6,No,N/A
LOAN_0019008,FARMER_09586,ENT_019069,280000,15.5,2020-07-28,Yes,301700,2021-01-24,6,6,Creditworthy,0.35,0.46,Bank of Agriculture,1,42.2,0,No,N/A
LOAN_0019009,FARMER_09586,ENT_019069,240000,8.8,2019-11-16,No,303360,2022-10-31,36,29,Creditworthy,0.3,0.46,Bank of Agriculture,4,80.7,4,No,N/A
LOAN_0019010,FARMER_09587,ENT_019070,240000,7.3,2022-11-08,No,266280,2024-05-01,18,12,Non-creditworthy,0.19,0.45,Microfinance Bank,3,20.8,1,No,N/A
LOAN_0019011,FARMER_09587,ENT_019070,355000,30.2,2015-12-03,No,408605,2016-05-31,6,1,Creditworthy,0.27,0.45,Cooperative,5,10.8,6,No,N/A
LOAN_0019012,FARMER_09587,ENT_019071,160000,26.6,2024-03-28,No,118712,,36,34,Creditworthy,0.0,0.59,Cooperative,1,18.3,2,No,N/A
LOAN_0019013,FARMER_09589,ENT_019074,665000,20.4,2023-02-04,No,732830,2023-08-03,6,5,Non-creditworthy,0.02,0.75,Bank of Agriculture,5,22.7,1,No,N/A
LOAN_0019014,FARMER_09589,ENT_019075,330000,29.7,2023-02-11,No,526020,2025-01-31,24,7,Non-creditworthy,0.37,0.6,Government Program,3,13.3,5,No,N/A
LOAN_0019015,FARMER_09589,ENT_019076,615000,8.5,2023-05-09,No,693412,2024-10-30,18,6,Creditworthy,0.01,0.41,Informal Lender,5,70.3,1,No,N/A
LOAN_0019016,FARMER_09590,ENT_019077,40000,14.8,2021-02-02,Yes,48880,2022-07-27,18,15,Creditworthy,0.12,0.44,Cooperative,5,68.2,4,No,N/A
LOAN_0019017,FARMER_09590,ENT_019077,150000,16.3,2018-10-26,Yes,64178,2021-05-13,36,14,Non-creditworthy,0.44,0.44,Informal Lender,2,25.5,6,Yes,Other
LOAN_0019018,FARMER_09591,ENT_019079,1215000,27.6,2022-04-10,Yes,1382670,2022-10-07,6,4,Non-creditworthy,0.06,0.69,Bank of Agriculture,3,21.6,2,No,N/A
LOAN_0019019,FARMER_09591,ENT_019079,825000,11.6,2022-06-08,Yes,397221,2022-09-06,24,13,Non-creditworthy,0.04,0.69,Commercial Bank,0,37.0,4,Yes,Low/Poor Yield
LOAN_0019020,FARMER_09591,ENT_019080,395000,28.1,2024-03-04,Yes,52098,2025-05-28,24,3,Non-creditworthy,0.16,0.62,Commercial Bank,4,59.6,6,Yes,Other
LOAN_0019021,FARMER_09594,ENT_019083,200000,30.3,2023-01-03,Yes,260600,2023-12-29,12,10,Creditworthy,0.0,0.47,Bank of Agriculture,0,78.2,2,No,N/A
LOAN_0019022,FARMER_09595,ENT_019085,330000,22.5,2024-10-24,No,226016,,36,10,Creditworthy,0.02,0.76,Family/Friends,3,78.6,6,No,N/A
LOAN_0019023,FARMER_09595,ENT_019085,130000,34.6,2023-08-27,Yes,174980,2024-08-21,12,3,Creditworthy,0.01,0.76,Family/Friends,5,10.5,3,No,N/A
LOAN_0019024,FARMER_09596,ENT_019087,590000,17.1,2020-09-27,Yes,690890,2021-09-22,12,5,Non-creditworthy,0.32,0.54,Government Program,5,91.6,5,No,N/A
LOAN_0019025,FARMER_09596,ENT_019088,625000,31.7,2021-04-26,No,1021250,2023-04-16,24,3,Creditworthy,0.01,0.5,Informal Lender,4,11.6,1,No,N/A
LOAN_0019026,FARMER_09596,ENT_019088,195000,34.1,2021-08-13,Yes,228248,2022-02-09,6,5,Non-creditworthy,0.0,0.5,Microfinance Bank,1,82.0,6,No,N/A
LOAN_0019027,FARMER_09597,ENT_019090,760000,17.8,2023-08-10,Yes,405243,2024-01-07,12,5,Non-creditworthy,0.0,0.6,Government Program,5,66.3,6,Yes,Pest Attack
LOAN_0019028,FARMER_09597,ENT_019091,725000,25.0,2022-04-16,No,906250,2023-04-11,12,4,Non-creditworthy,0.04,0.61,Commercial Bank,2,67.2,1,No,N/A
LOAN_0019029,FARMER_09597,ENT_019091,995000,19.2,2024-01-28,No,229248,,24,13,Creditworthy,0.05,0.61,Commercial Bank,1,96.4,6,No,N/A
LOAN_0019030,FARMER_09598,ENT_019092,420000,30.9,2019-02-19,Yes,679560,2021-02-08,24,14,Creditworthy,0.01,0.68,Bank of Agriculture,1,30.1,5,No,N/A
LOAN_0019031,FARMER_09598,ENT_019093,235000,16.8,2016-09-22,Yes,254740,2017-03-21,6,3,Non-creditworthy,0.01,0.63,Microfinance Bank,5,77.1,3,No,N/A
LOAN_0019032,FARMER_09598,ENT_019093,250000,34.5,2023-10-19,No,293125,2024-04-16,6,5,Creditworthy,0.01,0.63,Commercial Bank,0,47.6,6,No,N/A
LOAN_0019033,FARMER_09599,ENT_019096,320000,18.9,2022-08-17,No,440960,2024-08-06,24,4,Creditworthy,0.01,0.77,Cooperative,1,63.4,4,No,N/A
LOAN_0019034,FARMER_09599,ENT_019096,285000,13.9,2017-02-02,No,403845,2020-01-18,36,34,Creditworthy,0.01,0.77,Family/Friends,0,79.9,3,No,N/A
LOAN_0019035,FARMER_09600,ENT_019098,445000,25.1,2015-10-02,Yes,668390,2017-09-21,24,15,Creditworthy,0.01,0.7,Microfinance Bank,1,22.6,0,No,N/A
LOAN_0019036,FARMER_09600,ENT_019098,675000,20.2,2015-09-21,Yes,743175,2016-03-19,6,3,Creditworthy,0.01,0.7,Government Program,3,3.4,4,No,N/A
LOAN_0019037,FARMER_09600,ENT_019099,215000,32.7,2024-05-04,Yes,250152,2024-10-31,6,1,Creditworthy,0.0,0.62,Government Program,3,23.6,6,No,N/A
LOAN_0019038,FARMER_09600,ENT_019099,500000,33.3,2024-06-10,No,179481,,36,22,Creditworthy,0.01,0.62,Informal Lender,3,33.4,4,No,N/A
LOAN_0019039,FARMER_09601,ENT_019100,65000,15.1,2021-04-28,Yes,79722,2022-10-20,18,6,Non-creditworthy,0.01,0.46,Government Program,3,46.9,2,No,N/A
LOAN_0019040,FARMER_09601,ENT_019100,40000,27.3,2021-12-15,Yes,45460,2022-06-13,6,2,Non-creditworthy,0.0,0.46,Cooperative,1,31.1,5,No,N/A
LOAN_0019041,FARMER_09601,ENT_019101,55000,32.8,2022-02-17,No,82060,2023-08-11,18,13,Creditworthy,0.01,0.5,Commercial Bank,0,90.5,4,No,N/A
LOAN_0019042,FARMER_09602,ENT_019103,105000,17.1,2024-10-19,No,36147,,12,5,Non-creditworthy,0.01,0.4,Family/Friends,5,3.9,0,No,N/A
LOAN_0019043,FARMER_09603,ENT_019104,105000,27.9,2018-10-07,Yes,119648,2019-04-05,6,6,Non-creditworthy,0.01,0.71,Cooperative,0,31.4,0,No,N/A
LOAN_0019044,FARMER_09603,ENT_019104,325000,31.6,2020-05-09,Yes,479050,2021-10-31,18,14,Creditworthy,0.02,0.71,Informal Lender,5,15.2,3,No,N/A
LOAN_0019045,FARMER_09603,ENT_019105,160000,10.0,2017-01-21,Yes,208000,2020-01-06,36,9,Creditworthy,0.0,0.72,Bank of Agriculture,4,26.5,5,No,N/A
LOAN_0019046,FARMER_09605,ENT_019108,85000,18.3,2021-04-15,No,116110,2023-04-05,24,5,Creditworthy,0.0,0.52,Commercial Bank,0,51.3,6,No,N/A
LOAN_0019047,FARMER_09605,ENT_019109,540000,25.1,2024-06-10,No,228018,,18,9,Creditworthy,0.3,0.51,Commercial Bank,2,4.1,6,No,N/A
LOAN_0019048,FARMER_09607,ENT_019112,70000,5.4,2015-07-20,No,71890,2016-01-16,6,6,Creditworthy,0.24,0.46,Commercial Bank,4,8.0,1,No,N/A
LOAN_0019049,FARMER_09607,ENT_019113,555000,21.3,2023-11-25,No,673215,2024-11-19,12,12,Non-creditworthy,0.02,0.64,Bank of Agriculture,5,81.0,0,No,N/A
LOAN_0019050,FARMER_09608,ENT_019114,175000,7.6,2024-04-17,Yes,181650,2024-10-14,6,1,Non-creditworthy,0.02,0.78,Family/Friends,2,71.7,6,No,N/A
LOAN_0019051,FARMER_09610,ENT_019116,830000,5.5,2021-09-15,No,875650,2022-09-10,12,5,Non-creditworthy,0.01,0.69,Microfinance Bank,2,78.0,1,No,N/A
LOAN_0019052,FARMER_09610,ENT_019116,1710000,29.1,2021-12-26,Yes,2207610,2022-12-21,12,6,Non-creditworthy,0.02,0.69,Cooperative,0,98.6,4,No,N/A
LOAN_0019053,FARMER_09610,ENT_019117,150000,29.7,2020-03-24,Yes,172275,2020-09-20,6,3,Non-creditworthy,0.15,0.67,Family/Friends,0,78.7,1,No,N/A
LOAN_0019054,FARMER_09610,ENT_019117,540000,11.0,2019-02-16,Yes,229146,2019-06-16,6,4,Non-creditworthy,0.52,0.67,Microfinance Bank,3,53.3,0,Yes,Other
LOAN_0019055,FARMER_09611,ENT_019119,735000,5.0,2024-05-07,No,771750,2025-05-02,12,6,Creditworthy,0.02,0.58,Microfinance Bank,1,53.0,0,No,N/A
LOAN_0019056,FARMER_09612,ENT_019122,190000,10.7,2023-11-04,Yes,200165,2024-05-02,6,3,Creditworthy,0.0,0.59,Bank of Agriculture,1,54.0,4,No,N/A
LOAN_0019057,FARMER_09612,ENT_019122,325000,9.7,2020-11-17,Yes,419575,2023-11-02,36,26,Non-creditworthy,0.01,0.59,Bank of Agriculture,5,9.1,2,No,N/A
LOAN_0019058,FARMER_09613,ENT_019125,1225000,6.5,2023-02-05,No,1384250,2025-01-25,24,12,Creditworthy,0.5,0.68,Cooperative,3,20.1,2,No,N/A
LOAN_0019059,FARMER_09614,ENT_019126,200000,6.2,2024-10-13,No,77768,2025-01-11,6,6,Non-creditworthy,0.0,0.53,Microfinance Bank,5,82.1,2,Yes,Input Price Hike
LOAN_0019060,FARMER_09614,ENT_019127,25000,30.8,2017-08-03,No,32700,2018-07-29,12,5,Non-creditworthy,0.0,0.47,Informal Lender,0,93.3,1,No,N/A
LOAN_0019061,FARMER_09614,ENT_019127,75000,27.4,2017-10-10,Yes,136650,2020-09-24,36,29,Non-creditworthy,0.01,0.47,Microfinance Bank,0,40.3,4,No,N/A
LOAN_0019062,FARMER_09614,ENT_019128,290000,18.9,2018-08-26,Yes,399620,2020-08-15,24,15,Non-creditworthy,0.24,0.51,Cooperative,4,49.3,0,No,N/A
LOAN_0019063,FARMER_09614,ENT_019128,220000,16.8,2016-03-08,Yes,275440,2017-08-30,18,6,Non-creditworthy,0.18,0.51,Bank of Agriculture,3,18.6,1,No,N/A
LOAN_0019064,FARMER_09616,ENT_019130,655000,5.4,2024-11-01,Yes,308447,2026-01-25,18,1,Non-creditworthy,0.01,0.78,Cooperative,3,66.9,2,Yes,Market Loss
LOAN_0019065,FARMER_09617,ENT_019132,360000,19.2,2021-09-04,Yes,463680,2023-02-26,18,8,Creditworthy,0.02,0.64,Cooperative,4,75.7,1,No,N/A
LOAN_0019066,FARMER_09617,ENT_019132,660000,27.7,2023-11-05,No,55874,,24,5,Non-creditworthy,0.04,0.64,Family/Friends,2,72.3,4,No,N/A
LOAN_0019067,FARMER_09618,ENT_019134,190000,10.6,2021-02-06,No,230280,2023-01-27,24,24,Creditworthy,0.01,0.79,Cooperative,3,9.8,3,No,N/A
LOAN_0019068,FARMER_09618,ENT_019135,305000,5.7,2022-10-08,No,339770,2024-09-27,24,13,Creditworthy,0.01,0.7,Government Program,0,97.2,1,No,N/A
LOAN_0019069,FARMER_09619,ENT_019136,180000,24.8,2022-08-16,Yes,121267,2023-12-09,18,9,Non-creditworthy,0.0,0.47,Government Program,3,48.9,5,Yes,Market Loss
LOAN_0019070,FARMER_09619,ENT_019137,460000,11.1,2022-03-01,Yes,562120,2024-02-19,24,20,Creditworthy,0.01,0.56,Government Program,4,95.7,0,No,N/A
LOAN_0019071,FARMER_09621,ENT_019140,905000,14.0,2019-08-19,Yes,1095050,2021-02-09,18,13,Creditworthy,0.03,0.7,Microfinance Bank,1,16.8,0,No,N/A
LOAN_0019072,FARMER_09621,ENT_019140,990000,21.7,2021-01-10,No,317193,2021-07-09,36,30,Non-creditworthy,0.04,0.7,Cooperative,4,55.0,2,Yes,Low/Poor Yield
LOAN_0019073,FARMER_09621,ENT_019141,175000,29.8,2023-11-24,Yes,72127,,36,22,Non-creditworthy,0.31,0.69,Commercial Bank,0,50.0,1,No,N/A
LOAN_0019074,FARMER_09622,ENT_019142,25000,27.6,2020-01-20,No,45700,2023-01-04,36,18,Creditworthy,0.0,0.73,Cooperative,5,80.3,1,No,N/A
LOAN_0019075,FARMER_09622,ENT_019143,170000,30.0,2022-01-08,Yes,323000,2024-12-23,36,29,Creditworthy,0.52,0.69,Microfinance Bank,4,26.1,3,No,N/A
LOAN_0019076,FARMER_09622,ENT_019144,200000,8.2,2024-06-07,Yes,24623,,18,10,Creditworthy,0.0,0.47,Family/Friends,2,30.5,3,No,N/A
LOAN_0019077,FARMER_09623,ENT_019145,255000,20.8,2019-04-27,Yes,334560,2020-10-18,18,8,Non-creditworthy,0.21,0.72,Microfinance Bank,3,56.6,4,No,N/A
LOAN_0019078,FARMER_09623,ENT_019145,645000,19.2,2019-03-19,Yes,830760,2020-09-09,18,11,Creditworthy,0.54,0.72,Cooperative,3,59.0,5,No,N/A
LOAN_0019079,FARMER_09624,ENT_019147,555000,6.0,2022-09-13,No,621600,2024-09-02,24,19,Non-creditworthy,0.44,0.46,Informal Lender,0,17.9,0,No,N/A
LOAN_0019080,FARMER_09624,ENT_019147,710000,12.0,2021-02-24,Yes,880400,2023-02-14,24,19,Non-creditworthy,0.56,0.46,Informal Lender,3,39.1,0,No,N/A
LOAN_0019081,FARMER_09627,ENT_019152,730000,26.1,2021-05-17,No,1111060,2023-05-07,24,16,Creditworthy,0.01,0.59,Commercial Bank,1,2.0,2,No,N/A
LOAN_0019082,FARMER_09627,ENT_019153,655000,29.1,2024-03-04,Yes,253291,,36,21,Creditworthy,0.38,0.59,Informal Lender,2,54.9,3,No,N/A
LOAN_0019083,FARMER_09627,ENT_019153,175000,9.2,2024-10-02,Yes,55473,,18,7,Creditworthy,0.1,0.59,Family/Friends,1,78.3,1,No,N/A
LOAN_0019084,FARMER_09627,ENT_019154,175000,13.5,2024-06-12,No,120423,,18,2,Non-creditworthy,0.08,0.55,Family/Friends,4,30.1,4,No,N/A
LOAN_0019085,FARMER_09627,ENT_019154,680000,21.2,2022-08-23,Yes,752080,2023-02-19,6,2,Creditworthy,0.29,0.55,Cooperative,2,80.2,3,No,N/A
LOAN_0019086,FARMER_09628,ENT_019156,105000,25.1,2021-03-01,No,131355,2022-02-24,12,2,Creditworthy,0.11,0.55,Cooperative,5,20.2,6,No,N/A
LOAN_0019087,FARMER_09629,ENT_019157,70000,19.7,2024-03-14,No,24420,,24,17,Non-creditworthy,0.02,0.46,Microfinance Bank,0,87.4,1,No,N/A
LOAN_0019088,FARMER_09630,ENT_019158,510000,33.3,2023-08-10,Yes,169155,,36,15,Creditworthy,0.0,0.71,Cooperative,4,88.9,3,No,N/A
LOAN_0019089,FARMER_09630,ENT_019159,80000,32.7,2024-12-12,Yes,27664,,18,13,Creditworthy,0.0,0.73,Informal Lender,0,69.6,1,No,N/A
LOAN_0019090,FARMER_09630,ENT_019159,120000,9.1,2024-01-05,No,125460,2024-07-03,6,2,Creditworthy,0.0,0.73,Informal Lender,5,80.7,0,No,N/A
LOAN_0019091,FARMER_09631,ENT_019160,20000,32.4,2022-05-17,No,23240,2022-11-13,6,4,Creditworthy,0.31,0.66,Cooperative,2,6.9,4,No,N/A
LOAN_0019092,FARMER_09631,ENT_019160,20000,30.8,2015-04-08,Yes,13363,2015-05-08,24,8,Non-creditworthy,0.31,0.66,Cooperative,5,62.2,1,Yes,Drought/Flood
LOAN_0019093,FARMER_09632,ENT_019161,85000,34.1,2022-09-18,No,128478,2024-03-11,18,16,Non-creditworthy,0.49,0.76,Cooperative,4,52.5,0,No,N/A
LOAN_0019094,FARMER_09632,ENT_019161,85000,24.3,2015-08-06,No,105655,2016-07-31,12,9,Non-creditworthy,0.49,0.76,Informal Lender,3,54.4,0,No,N/A
LOAN_0019095,FARMER_09633,ENT_019164,60000,32.0,2024-01-05,Yes,69600,2024-07-03,6,2,Non-creditworthy,0.0,0.76,Commercial Bank,4,70.4,3,No,N/A
LOAN_0019096,FARMER_09634,ENT_019165,610000,22.9,2019-12-15,Yes,889380,2021-12-04,24,17,Creditworthy,0.37,0.62,Commercial Bank,0,57.4,6,No,N/A
LOAN_0019097,FARMER_09636,ENT_019169,135000,12.3,2017-07-17,Yes,67478,2017-08-16,6,1,Non-creditworthy,0.22,0.77,Informal Lender,2,52.3,1,Yes,Policy Change
LOAN_0019098,FARMER_09636,ENT_019169,165000,5.8,2018-03-19,Yes,179355,2019-09-10,18,15,Non-creditworthy,0.27,0.77,Bank of Agriculture,5,16.9,2,No,N/A
LOAN_0019099,FARMER_09636,ENT_019170,45000,29.5,2016-06-22,No,71550,2018-06-12,24,6,Creditworthy,0.0,0.5,Commercial Bank,0,25.9,3,No,N/A
LOAN_0019100,FARMER_09636,ENT_019170,195000,32.1,2019-02-07,Yes,288892,2020-07-31,18,12,Creditworthy,0.0,0.5,Cooperative,4,33.5,1,No,N/A
LOAN_0019101,FARMER_09637,ENT_019172,295000,29.7,2015-11-11,No,161355,2016-11-05,24,8,Non-creditworthy,0.0,0.48,Microfinance Bank,0,36.7,2,Yes,Other
LOAN_0019102,FARMER_09638,ENT_019174,170000,9.3,2023-10-24,Yes,193715,2025-04-16,18,18,Creditworthy,0.02,0.71,Government Program,4,52.9,0,No,N/A
LOAN_0019103,FARMER_09638,ENT_019174,175000,10.1,2018-09-05,Yes,228025,2021-08-20,36,35,Creditworthy,0.02,0.71,Government Program,2,21.7,2,No,N/A
LOAN_0019104,FARMER_09640,ENT_019176,90000,7.9,2021-01-26,No,57282,2023-08-14,36,35,Non-creditworthy,0.15,0.44,Microfinance Bank,0,40.8,5,Yes,Policy Change
LOAN_0019105,FARMER_09640,ENT_019176,80000,33.0,2022-10-20,Yes,13492,,36,15,Creditworthy,0.13,0.44,Family/Friends,1,51.9,3,No,N/A
LOAN_0019106,FARMER_09640,ENT_019177,415000,30.1,2024-10-06,No,322015,,36,36,Non-creditworthy,0.01,0.65,Government Program,4,99.2,6,No,N/A
LOAN_0019107,FARMER_09641,ENT_019179,190000,34.0,2023-12-05,No,35559,2025-02-27,24,21,Non-creditworthy,0.03,0.55,Informal Lender,3,27.2,4,Yes,Policy Change
LOAN_0019108,FARMER_09642,ENT_019182,740000,13.8,2024-08-26,No,509758,2025-05-23,24,3,Non-creditworthy,0.02,0.48,Government Program,5,51.7,4,Yes,Drought/Flood
LOAN_0019109,FARMER_09644,ENT_019185,40000,28.2,2021-04-12,No,26920,2022-04-07,24,4,Non-creditworthy,0.4,0.66,Commercial Bank,0,89.8,2,Yes,Other
LOAN_0019110,FARMER_09644,ENT_019185,20000,26.8,2024-02-20,No,22680,2024-08-18,6,6,Creditworthy,0.2,0.66,Government Program,2,47.6,2,No,N/A
LOAN_0019111,FARMER_09645,ENT_019187,390000,30.6,2020-06-23,No,449670,2020-12-20,6,6,Non-creditworthy,0.53,0.66,Microfinance Bank,3,46.2,6,No,N/A
LOAN_0019112,FARMER_09645,ENT_019187,295000,10.2,2021-01-27,No,125467,2022-06-21,18,9,Non-creditworthy,0.4,0.66,Cooperative,5,76.7,6,Yes,Policy Change
LOAN_0019113,FARMER_09645,ENT_019188,765000,9.9,2023-05-17,No,878603,2024-11-07,18,3,Non-creditworthy,0.01,0.74,Family/Friends,3,6.1,2,No,N/A
LOAN_0019114,FARMER_09647,ENT_019190,850000,18.3,2020-01-13,Yes,1161100,2022-01-02,24,22,Creditworthy,0.56,0.52,Informal Lender,5,50.0,4,No,N/A
