monthly_mobile_spend_naira,post_harvest_loss_perc,distance_to_market_km,distance_to_bank_km,percentage_sold_unprocessed,percentage_consumed,income_per_capita_ngn,annual_farm_revenue_ngn,annual_farm_yield_tons_per_ha,farm_size_ha,farming_experience_years,age,education_category,primary_crop,mobile_money_usage_frequency,creditworthiness_category,mobile_money_activity_score_1_10,cooperative_repayment_rate_percent,prior_loan_repayment_rate,has_off_farm_income,credit_score,gender,has_land_title,has_weather_insurance,smartphone_owner,cooperative_member,has_prior_loan,household_size
1148,25.98,30.1,147.4,5.8,16.1,66286.0,464000.0,2.84,0.86,34,50,Primary Incomplete,Sorghum,Never,Poor,1,0,0.67,False,541,Female,False,False,False,False,True,7
915,35.83,20.3,14.6,28.5,26.6,43833.0,526000.0,3.76,0.7,2,44,HND/BSc,Maize,Never,Good,1,90,0.0,False,645,Female,False,False,False,True,False,12
387,30.1,62.4,2.6,21.7,33.0,446000.0,4906000.0,12.34,1.42,4,46,No Formal Education,Yam,Monthly,Poor,3,67,0.51,False,523,Female,False,False,True,True,True,11
2883,31.67,21.5,92.4,23.8,29.9,639000.0,2556000.0,8.7,1.05,1,17,No Formal Education,Yam,Monthly,Fair,8,0,0.76,False,587,Male,True,False,True,False,True,4
1205,21.13,38.0,57.9,27.2,26.9,464143.0,3249000.0,2.45,3.49,25,57,Secondary Complete,Soybean,Monthly,Excellent,6,61,0.0,False,712,Female,False,False,True,True,False,7
1159,20.22,36.1,77.1,21.6,25.7,19923.0,259000.0,1.74,0.21,11,27,No Formal Education,Rubber,Never,Poor,1,0,0.0,False,510,Male,False,False,False,False,False,13
4672,43.29,6.7,97.4,21.8,21.3,32143.0,450000.0,1.22,0.25,19,58,Secondary Complete,Cocoa,Rarely,Very Good,10,89,0.0,False,677,Female,False,False,True,True,False,14
591,10.45,11.3,68.2,17.8,29.4,282364.0,2848000.0,16.4,0.62,37,56,Secondary Complete,Yam,Never,Very Good,1,0,0.0,True,663,Female,True,False,False,False,False,11
1959,43.68,1.2,51.5,6.9,22.2,27400.0,274000.0,1.66,0.87,2,48,Primary Complete,Sorghum,Rarely,Fair,8,99,0.0,False,588,Female,False,False,True,True,False,10
5771,12.62,32.2,93.7,24.2,20.4,1170000.0,2340000.0,1.07,5.47,2,18,Secondary Complete,Cowpea,Weekly,Good,3,62,0.7,False,634,Male,False,False,True,True,True,2
1980,24.93,43.4,95.0,7.0,15.7,51250.0,205000.0,2.71,0.4,14,30,Primary Complete,Sorghum,Weekly,Good,2,91,0.0,False,653,Male,False,False,True,True,False,4
4323,12.42,27.1,52.9,6.4,21.1,192125.0,1472000.0,2.24,3.46,13,63,No Formal Education,Guinea Corn,Monthly,Good,2,0,0.0,True,634,Female,False,False,True,False,False,8
690,33.5,23.6,75.4,6.2,15.6,70375.0,482000.0,1.49,1.8,16,32,No Formal Education,Millet,Never,Poor,1,0,0.0,True,544,Male,False,False,False,False,False,8
5445,15.61,33.6,83.3,24.1,24.7,249143.0,1408000.0,3.45,2.04,8,62,Secondary Complete,Maize,Monthly,Very Good,3,0,0.0,True,667,Male,False,False,True,False,False,7
1047,29.13,25.0,38.0,31.4,10.8,740286.0,5030000.0,3.61,3.98,9,38,Primary Complete,Rice,Monthly,Good,8,0,0.72,True,655,Male,False,False,True,False,True,7
1176,21.71,1.1,27.4,23.6,35.6,180571.0,1158000.0,19.7,0.49,10,26,Primary Incomplete,Cassava,Never,Very Good,1,68,0.0,True,666,Male,False,False,False,True,False,7
561,42.31,39.8,78.7,20.9,22.3,27143.0,380000.0,1.06,0.9,18,34,Primary Complete,Cowpea,Never,Poor,1,0,0.0,False,543,Male,False,False,False,False,False,14
687,31.9,47.3,15.1,18.1,24.9,228000.0,684000.0,1.05,1.63,10,26,Primary Incomplete,Cowpea,Never,Fair,1,66,0.0,False,618,Male,False,True,False,True,False,3
1058,8.79,4.6,87.9,22.5,29.6,187900.0,1618000.0,15.21,0.38,30,51,Secondary Complete,Yam,Never,Excellent,1,70,0.0,True,718,Female,False,True,False,True,False,10
1195,42.21,20.3,14.4,8.0,20.9,106400.0,424000.0,2.03,1.1,4,27,No Formal Education,Sorghum,Never,Very Good,1,85,0.0,True,665,Male,False,True,False,True,False,5
1184,34.7,39.1,111.8,7.6,18.3,16667.0,105000.0,1.33,0.41,5,21,No Formal Education,Sorghum,Never,Poor,1,100,0.0,True,510,Female,False,False,False,True,False,12
2119,13.07,57.6,117.7,29.3,8.2,188400.0,942000.0,3.84,0.7,33,49,Primary Incomplete,Rice,Never,Fair,1,60,0.0,False,579,Male,False,False,True,True,False,5
936,18.65,17.9,37.9,21.8,29.7,1163583.0,13548000.0,27.37,1.98,10,46,Secondary Complete,Tomato,Never,Very Good,1,0,0.69,True,666,Male,False,False,False,False,True,12
415,10.27,35.1,87.1,7.0,21.9,38636.0,425000.0,3.63,0.65,8,39,OND/NCE,Millet,Never,Good,1,89,0.0,False,633,Male,False,False,False,True,False,11
281,27.66,30.9,31.3,16.6,29.1,113375.0,907000.0,15.42,0.21,13,50,No Formal Education,Yam,Never,Fair,1,83,0.0,False,598,Male,False,False,False,True,False,8
181,26.54,17.7,12.6,21.0,25.8,118000.0,1576000.0,1.05,3.75,16,32,No Formal Education,Cowpea,Never,Fair,1,90,0.0,True,582,Male,False,False,False,True,False,14
5645,33.65,41.4,58.3,25.0,28.5,34000.0,272000.0,3.16,0.43,14,59,No Formal Education,Maize,Rarely,Fair,9,0,0.0,False,572,Male,False,False,True,False,False,8
4299,36.12,8.5,119.2,23.5,39.9,356615.0,4636000.0,14.15,2.73,35,51,Secondary Complete,Cassava,Monthly,Good,7,83,0.77,False,636,Female,False,False,True,True,True,13
3486,26.34,11.9,50.9,7.3,16.1,45200.0,124000.0,1.59,0.41,1,17,No Formal Education,Sorghum,Rarely,Fair,3,0,0.0,True,572,Male,False,False,True,False,False,5
3116,10.98,14.0,41.6,26.2,19.5,80667.0,242000.0,2.62,0.46,1,17,OND/NCE,Maize,Weekly,Good,7,0,0.0,False,633,Male,False,False,True,False,False,3
785,32.54,53.9,64.6,25.5,21.7,69091.0,760000.0,0.77,2.47,3,19,Secondary Incomplete,Beans,Never,Poor,1,0,0.0,False,507,Male,False,False,False,False,False,11
285,14.66,44.1,77.3,21.2,20.6,342667.0,480000.0,4.71,0.51,22,57,HND/BSc,Maize,Never,Excellent,1,100,0.0,True,754,Female,False,False,False,True,False,3
5913,41.45,44.4,94.8,21.5,22.6,34222.0,308000.0,1.18,0.65,2,33,Secondary Complete,Beans,Monthly,Fair,3,0,0.0,False,591,Male,False,False,True,False,False,9
1850,21.15,5.5,38.6,7.7,18.5,73846.0,819000.0,2.45,1.76,17,33,Primary Complete,Sorghum,Weekly,Good,1,91,0.67,True,622,Male,False,False,True,True,True,13
133,30.65,9.8,59.6,24.3,23.5,1751000.0,5174000.0,16.84,0.96,1,17,No Formal Education,Vegetables,Never,Fair,1,0,0.0,True,580,Male,False,False,False,False,False,3
4241,26.35,47.3,18.3,24.2,26.5,189800.0,752000.0,1.36,1.38,33,63,Primary Complete,Beans,Weekly,Excellent,7,0,0.0,True,707,Male,False,False,True,False,False,5
3734,23.34,50.6,79.6,21.7,8.5,31500.0,315000.0,2.25,0.4,14,30,Primary Complete,Rice,Daily,Very Good,8,72,0.8,False,673,Male,False,False,True,True,True,10
5910,8.23,49.1,27.9,21.7,25.5,259500.0,1146000.0,2.78,2.06,5,38,Secondary Complete,Maize,Monthly,Excellent,4,83,0.0,True,726,Male,False,False,True,True,False,6
657,35.73,15.9,47.9,7.4,19.8,57000.0,741000.0,2.28,1.71,24,40,No Formal Education,Sorghum,Monthly,Fair,5,0,0.0,False,588,Male,False,True,True,False,False,13
1995,31.51,11.4,27.0,26.8,25.4,53818.0,592000.0,1.83,1.62,5,32,No Formal Education,Maize,Weekly,Fair,10,93,0.0,False,585,Male,False,False,True,True,False,11
539,14.71,15.1,99.9,30.1,32.3,149600.0,748000.0,17.31,0.36,18,53,Secondary Complete,Cassava,Never,Fair,1,0,0.65,False,566,Male,False,False,False,False,True,5
800,9.31,12.4,19.8,29.9,25.3,1583833.0,9361000.0,16.75,2.54,43,62,Secondary Incomplete,Plantain,Weekly,Very Good,10,0,0.0,True,680,Male,False,False,True,False,False,6
918,24.36,37.8,8.7,24.4,28.4,18222.0,164000.0,1.57,0.26,15,39,Secondary Complete,Cowpea,Never,Poor,1,0,0.51,False,501,Male,False,False,False,False,True,9
4897,21.59,17.4,72.2,27.6,40.9,2199667.0,6475000.0,16.45,3.28,12,28,Primary Complete,Cassava,Daily,Excellent,9,76,0.69,True,787,Male,False,True,True,True,True,3
4728,32.57,49.7,108.4,32.6,39.2,93077.0,1103000.0,12.76,0.72,18,34,No Formal Education,Cassava,Weekly,Good,10,0,0.0,True,657,Male,False,False,True,False,False,13
5340,36.71,51.9,21.9,22.5,20.3,186667.0,560000.0,1.07,1.31,1,17,Secondary Complete,Beans,Monthly,Very Good,9,0,0.87,False,690,Male,False,False,True,False,True,3
289,23.48,0.8,30.1,23.9,26.9,68000.0,544000.0,1.12,1.21,14,51,Primary Complete,Beans,Never,Very Poor,1,0,0.51,False,475,Male,False,False,False,False,True,8
353,34.1,20.7,136.4,23.8,24.5,22000.0,264000.0,1.13,0.58,33,49,Primary Complete,Beans,Never,Poor,1,0,0.0,False,549,Male,False,False,False,False,False,12
3975,18.77,15.9,26.8,36.1,8.7,51750.0,621000.0,1.6,0.86,31,56,No Formal Education,Groundnut,Monthly,Good,5,0,0.0,False,623,Male,True,False,True,False,False,12
2291,24.82,52.4,13.8,23.7,41.5,49273.0,542000.0,20.55,0.22,20,50,Primary Complete,Cassava,Weekly,Fair,4,0,0.0,False,573,Male,False,False,True,False,False,11
2613,21.38,4.7,82.9,22.4,27.9,424000.0,5088000.0,9.77,1.86,18,34,Secondary Complete,Yam,Monthly,Very Good,8,88,0.0,False,669,Male,False,False,True,True,False,12
2158,12.8,46.0,56.8,26.4,29.7,114714.0,803000.0,2.35,0.62,9,25,Primary Complete,Cotton,Weekly,Fair,3,0,0.0,False,561,Male,False,False,True,False,False,7
3984,43.22,51.3,29.8,26.2,21.1,2703250.0,10585000.0,30.46,1.39,6,33,Secondary Incomplete,Tomato,Rarely,Good,5,0,0.0,True,638,Male,False,False,True,False,False,4
2201,25.3,69.6,115.5,22.2,25.2,275000.0,1100000.0,1.05,2.62,11,45,Primary Complete,Beans,Weekly,Fair,4,0,0.0,False,603,Male,False,False,True,False,False,4
1324,20.92,55.2,109.1,26.0,28.0,123714.0,1732000.0,3.05,2.84,3,19,Primary Complete,Maize,Monthly,Fair,1,69,0.0,False,608,Male,False,False,True,True,False,14
2347,39.65,4.8,17.9,26.4,24.8,389000.0,1556000.0,3.89,2.0,20,36,Secondary Complete,Maize,Daily,Very Good,8,89,0.0,False,696,Male,False,False,True,True,False,4
3343,13.15,2.7,46.1,26.0,21.9,125333.0,212000.0,3.11,0.34,20,36,Secondary Incomplete,Maize,Rarely,Good,1,0,0.0,True,638,Male,False,False,True,False,False,3
5652,7.23,39.9,65.2,31.4,35.4,513667.0,1340000.0,21.48,0.52,5,21,Primary Complete,Cassava,Weekly,Very Good,8,76,0.0,True,684,Male,False,False,True,True,False,3
2204,44.73,68.1,99.9,27.6,11.1,205250.0,2348000.0,3.32,2.02,33,62,Primary Complete,Rice,Monthly,Good,1,0,0.76,True,644,Male,False,False,True,False,True,12
1194,32.19,9.2,59.9,22.4,19.6,45500.0,156000.0,0.92,0.42,5,38,Primary Complete,Cowpea,Never,Good,1,84,0.91,True,643,Male,False,False,False,True,True,6
1750,8.16,62.2,73.8,21.2,28.1,3256000.0,16022000.0,14.43,3.47,2,18,Secondary Complete,Vegetables,Never,Good,1,0,0.0,True,655,Female,False,False,True,False,False,5
842,9.63,1.3,130.6,21.3,27.5,1834429.0,12841000.0,13.37,3.43,1,16,Secondary Incomplete,Yam,Never,Poor,1,0,0.0,False,507,Male,False,False,False,False,False,7
1984,24.62,1.3,9.5,21.9,27.6,97600.0,976000.0,2.61,1.87,9,26,Primary Complete,Maize,Daily,Good,9,87,0.0,False,626,Male,False,False,True,True,False,10
644,32.22,32.3,81.7,25.1,24.1,16571.0,232000.0,1.04,0.56,16,59,No Formal Education,Cowpea,Never,Fair,1,0,0.0,False,564,Male,False,True,False,False,False,14
210,8.85,42.9,50.9,29.4,8.9,172200.0,696000.0,2.37,0.84,11,27,Primary Complete,Rice,Never,Fair,1,0,0.0,True,604,Male,False,False,False,False,False,5
3735,17.62,41.5,33.1,24.4,21.7,17000.0,238000.0,4.11,0.29,4,20,Secondary Complete,Maize,Rarely,Fair,2,0,0.0,False,592,Male,False,False,True,False,False,14
4657,42.47,46.7,19.8,28.0,20.2,98222.0,402000.0,4.11,0.49,29,45,OND/NCE,Maize,Monthly,Excellent,7,70,0.0,True,755,Male,False,False,True,True,False,9
1156,17.96,9.7,19.1,22.9,24.0,249000.0,498000.0,3.83,0.65,7,23,Secondary Incomplete,Maize,Never,Poor,1,0,0.0,False,548,Male,False,False,False,False,False,2
1964,7.1,57.0,115.3,30.6,41.3,151167.0,694000.0,19.92,0.29,12,49,Secondary Complete,Cassava,Weekly,Excellent,6,85,0.0,True,736,Male,False,False,True,True,False,6
4186,36.15,28.4,41.9,6.8,19.5,45500.0,211000.0,2.77,0.4,25,41,No Formal Education,Guinea Corn,Monthly,Very Good,5,60,0.0,True,685,Female,True,False,True,True,False,6
1081,44.47,43.3,61.7,26.0,7.7,20700.0,207000.0,1.04,0.44,2,63,No Formal Education,Groundnut,Never,Poor,1,0,0.71,False,524,Male,False,False,False,False,True,10
810,42.12,23.4,78.0,22.2,20.5,238500.0,1908000.0,1.19,4.01,5,61,Primary Complete,Cowpea,Rarely,Poor,10,0,0.0,False,549,Female,False,False,True,False,False,8
576,21.26,52.4,58.1,22.0,25.2,130000.0,650000.0,2.27,1.43,1,26,Secondary Incomplete,Maize,Weekly,Good,10,78,0.0,False,641,Male,False,False,True,True,False,5
605,5.02,27.4,21.6,30.2,10.2,96600.0,483000.0,3.46,0.4,21,49,No Formal Education,Rice,Never,Poor,1,75,0.49,False,510,Male,False,False,False,True,True,5
1073,41.69,14.6,14.4,29.0,10.0,216200.0,710000.0,4.32,0.47,15,31,Secondary Complete,Rice,Never,Good,1,0,0.76,True,644,Male,False,False,False,False,True,5
3892,26.52,3.7,107.1,23.8,24.2,19333.0,116000.0,4.5,0.13,17,33,Primary Incomplete,Maize,Daily,Fair,5,98,0.59,False,602,Female,False,False,True,True,True,6
3801,40.52,18.8,67.6,27.1,26.5,794000.0,3063000.0,2.11,3.82,7,23,Primary Complete,Soybean,Rarely,Good,1,0,0.0,True,642,Female,False,False,True,False,False,4
445,8.33,27.3,29.0,7.8,18.3,32455.0,357000.0,1.98,0.95,3,63,No Formal Education,Sorghum,Never,Poor,1,83,0.63,False,514,Male,False,False,False,True,True,11
1706,22.93,37.7,52.7,18.8,27.9,257667.0,1436000.0,1.37,2.62,21,37,No Formal Education,Cowpea,Rarely,Fair,1,0,0.0,True,613,Male,False,False,True,False,False,6
3958,22.72,50.2,68.9,6.7,16.4,144500.0,530000.0,2.51,1.11,3,19,Secondary Complete,Guinea Corn,Daily,Excellent,9,84,0.0,True,765,Male,False,True,True,True,False,6
4990,5.23,7.7,96.6,26.5,34.3,70571.0,358000.0,14.92,0.2,8,24,Primary Incomplete,Cassava,Monthly,Good,9,0,0.0,True,645,Male,False,False,True,False,False,7
4065,8.52,62.9,40.7,24.5,29.3,126500.0,942000.0,0.72,2.18,35,54,No Formal Education,Sesame,Weekly,Fair,6,0,0.0,True,602,Female,False,False,True,False,False,8
700,31.98,1.8,23.6,28.3,8.3,371231.0,4826000.0,5.43,2.54,42,59,OND/NCE,Rice,Monthly,Good,3,0,0.0,False,646,Male,False,False,True,False,False,13
968,17.71,53.3,60.1,26.5,28.3,321667.0,758000.0,4.8,0.79,20,51,Secondary Complete,Maize,Monthly,Excellent,6,0,0.0,True,746,Female,False,True,True,False,False,3
1191,18.0,21.2,20.7,21.6,23.4,239333.0,2154000.0,20.4,0.48,32,48,Primary Complete,Plantain,Never,Fair,1,62,0.0,False,588,Male,False,False,False,True,False,9
3753,44.08,20.5,51.2,25.8,31.9,270556.0,2435000.0,14.6,1.39,23,64,Primary Complete,Cassava,Weekly,Fair,5,0,0.0,False,602,Male,False,False,True,False,False,9
863,19.78,66.8,98.8,24.6,25.4,111200.0,556000.0,0.96,1.45,10,47,No Formal Education,Cowpea,Never,Very Poor,1,0,0.72,False,468,Female,False,False,False,False,True,5
5165,31.2,51.8,34.9,24.4,42.4,502333.0,3014000.0,23.7,1.06,15,31,No Formal Education,Cassava,Rarely,Fair,3,80,0.0,False,583,Female,False,False,True,True,False,6
3255,8.59,69.1,78.4,30.1,32.9,36000.0,504000.0,17.5,0.24,6,51,Secondary Complete,Cassava,Daily,Poor,7,0,0.0,False,534,Male,False,False,True,False,False,14
419,39.66,16.5,72.2,29.5,12.0,960500.0,3734000.0,3.68,2.9,19,35,Primary Complete,Rice,Never,Fair,1,66,0.73,True,586,Male,False,False,False,True,True,4
754,14.67,5.6,81.0,30.2,8.7,58000.0,340000.0,4.64,0.21,13,47,Secondary Complete,Rice,Never,Good,1,0,0.63,True,646,Male,False,False,False,False,True,13
2739,6.75,47.1,100.5,21.4,25.8,232750.0,740000.0,0.96,1.93,10,26,Primary Complete,Cowpea,Weekly,Fair,4,0,0.0,True,601,Male,False,False,True,False,False,4
239,33.41,66.4,66.8,29.3,31.4,644333.0,7484000.0,21.73,2.87,35,51,Secondary Incomplete,Cassava,Never,Very Good,1,0,0.75,True,667,Male,False,False,False,False,True,12
463,31.97,41.6,118.7,28.1,20.7,120000.0,480000.0,0.83,0.39,3,43,No Formal Education,Cocoa,Never,Very Poor,1,0,0.0,False,464,Male,False,False,False,False,False,4
654,16.99,67.2,128.4,21.5,31.8,323200.0,1616000.0,19.24,0.3,15,38,Secondary Complete,Yam,Never,Fair,1,0,0.0,False,567,Female,False,False,False,False,False,5
5586,20.49,6.3,32.2,16.9,35.2,1143000.0,4572000.0,10.27,1.59,12,59,Primary Complete,Yam,Rarely,Fair,1,0,0.66,False,572,Female,False,False,True,False,True,4
2407,14.04,11.9,53.5,19.0,21.4,91333.0,548000.0,1.15,1.19,12,28,No Formal Education,Beans,Monthly,Poor,3,0,0.0,False,525,Male,False,False,True,False,False,6
4959,17.78,3.5,104.3,32.3,37.8,70077.0,714000.0,19.83,0.3,7,45,Secondary Complete,Cassava,Rarely,Fair,2,0,0.0,True,580,Female,False,False,True,False,False,13
1822,36.06,61.9,31.1,29.2,26.8,37429.0,262000.0,2.15,0.32,36,57,Secondary Complete,Soybean,Monthly,Good,7,0,0.0,False,650,Male,False,False,True,False,False,7
2555,25.93,37.5,68.7,26.0,11.4,37333.0,448000.0,2.85,0.45,13,29,Secondary Complete,Rice,Monthly,Fair,6,0,0.0,False,614,Male,False,False,True,False,False,12
5380,17.03,31.6,14.8,27.7,21.5,68778.0,619000.0,1.94,0.84,7,23,Secondary Complete,Soybean,Monthly,Good,5,67,0.0,False,650,Female,False,False,True,True,False,9
5685,33.99,0.5,23.1,25.2,29.3,35000.0,385000.0,1.78,0.31,18,34,Primary Complete,Rubber,Monthly,Fair,4,0,0.0,False,571,Female,False,False,True,False,False,11
909,44.84,51.9,37.1,7.0,20.3,81667.0,245000.0,3.14,0.41,23,39,Primary Incomplete,Sorghum,Rarely,Fair,1,98,0.0,False,613,Male,False,False,True,True,False,3
3307,9.89,40.8,37.7,29.1,22.5,78125.0,392000.0,2.69,0.73,9,48,Secondary Incomplete,Maize,Weekly,Fair,2,0,0.0,True,598,Male,False,False,True,False,False,8
222,34.74,5.9,23.4,26.1,25.7,203833.0,1050000.0,2.84,1.85,17,41,Secondary Incomplete,Maize,Never,Good,1,0,0.0,True,637,Female,False,False,False,False,False,6
273,28.89,47.2,108.4,19.6,26.6,958000.0,5631000.0,8.63,2.33,1,16,Primary Complete,Yam,Never,Poor,1,0,0.0,True,547,Female,False,False,False,False,False,6
799,21.83,32.5,74.0,8.2,17.9,41500.0,141000.0,1.69,0.44,5,60,Primary Complete,Sorghum,Never,Fair,1,0,0.0,True,585,Female,False,False,False,False,False,6
4463,41.9,37.1,79.6,6.8,16.3,47500.0,196000.0,1.99,0.52,31,56,Secondary Complete,Sorghum,Weekly,Excellent,1,93,0.0,True,727,Male,False,True,True,True,False,10
2047,22.06,69.4,87.9,25.9,21.2,25545.0,138000.0,2.22,0.31,4,25,Primary Complete,Maize,Weekly,Good,7,0,0.66,True,627,Male,False,False,True,False,True,11
5431,16.22,29.0,19.8,28.5,21.9,89400.0,386000.0,3.5,0.55,37,58,HND/BSc,Maize,Monthly,Very Good,6,0,0.0,True,672,Male,False,False,True,False,False,10
321,39.35,26.5,34.5,23.4,23.5,842667.0,2528000.0,1.82,3.47,19,57,Primary Complete,Cowpea,Daily,Good,3,0,0.79,False,636,Female,False,False,True,False,True,3
3843,9.76,68.7,102.2,28.0,9.7,75778.0,592000.0,2.49,0.68,11,27,No Formal Education,Rice,Weekly,Good,9,0,0.0,True,632,Male,True,False,True,False,False,9
924,42.54,60.1,111.7,19.2,32.3,1611250.0,6359000.0,8.87,2.56,37,54,No Formal Education,Yam,Never,Poor,1,0,0.71,True,559,Female,False,False,False,False,True,4
1087,35.06,18.1,56.7,25.9,28.2,345000.0,1380000.0,1.7,2.03,12,45,Primary Complete,Cowpea,Never,Fair,1,77,0.0,False,580,Male,False,False,False,True,False,4
4276,36.35,28.2,106.4,23.5,27.6,63700.0,540000.0,1.31,1.03,3,19,No Formal Education,Cowpea,Weekly,Fair,8,64,0.0,True,612,Male,False,False,True,True,False,10
1455,42.43,18.5,5.8,21.4,22.2,1693000.0,1508000.0,1.11,3.4,5,21,Secondary Complete,Beans,Monthly,Excellent,9,0,0.73,True,725,Male,False,False,True,False,True,1
3397,44.02,19.9,92.3,26.2,27.9,425143.0,2885000.0,5.06,1.14,9,48,No Formal Education,Oil Palm,Monthly,Excellent,8,84,0.6,True,720,Female,False,False,True,True,True,7
4931,32.39,13.1,43.3,7.1,17.7,88125.0,705000.0,3.02,1.23,11,56,Primary Complete,Sorghum,Monthly,Very Good,6,0,0.0,False,669,Male,False,True,True,False,False,8
2076,8.79,15.9,5.2,17.6,25.0,43286.0,152000.0,0.94,0.4,3,19,Primary Complete,Cowpea,Never,Very Good,1,0,0.0,True,684,Male,False,False,True,False,False,7
2038,15.75,23.5,55.6,6.9,19.7,325200.0,1626000.0,1.94,4.41,2,18,Secondary Complete,Sorghum,Weekly,Very Good,9,83,0.0,False,684,Female,False,False,True,True,False,5
5474,22.91,48.2,13.7,23.9,23.4,128444.0,1095000.0,0.77,0.95,29,45,No Formal Education,Cocoa,Weekly,Excellent,6,91,0.0,True,709,Female,False,False,True,True,False,9
3403,40.63,57.7,52.4,25.4,31.0,14182.0,156000.0,12.97,0.1,9,25,Primary Complete,Cassava,Weekly,Excellent,5,89,0.0,False,716,Female,False,False,True,True,False,11
5220,18.97,23.4,17.0,27.6,25.4,404556.0,3641000.0,11.11,1.49,32,61,Primary Complete,Plantain,Weekly,Good,9,0,0.0,False,625,Female,False,True,True,False,False,9
3974,17.9,31.5,36.3,24.8,25.4,51286.0,630000.0,5.03,0.25,4,20,Primary Incomplete,Oil Palm,Rarely,Fair,3,88,0.0,True,615,Female,False,False,True,True,False,14
2085,32.34,5.8,86.1,7.6,22.3,29111.0,262000.0,3.29,0.42,26,60,Secondary Complete,Sorghum,Monthly,Excellent,9,87,0.83,False,796,Male,False,False,True,True,True,9
5956,23.31,50.9,55.2,27.1,27.5,5723750.0,22771000.0,26.65,2.67,38,65,Primary Complete,Vegetables,Weekly,Excellent,10,93,0.0,True,782,Male,True,False,True,True,False,4
1365,25.89,15.7,84.9,21.3,29.7,108000.0,432000.0,13.5,0.1,21,37,Primary Incomplete,Vegetables,Rarely,Fair,8,0,0.0,False,563,Male,True,False,True,False,False,4
949,28.73,23.0,51.2,27.2,25.9,131250.0,1575000.0,1.3,0.81,36,52,Secondary Incomplete,Cocoa,Never,Fair,1,0,0.0,False,563,Male,False,False,False,False,False,12
993,39.01,23.6,5.6,28.2,28.6,157333.0,944000.0,2.99,1.58,10,31,No Formal Education,Maize,Never,Poor,1,0,0.0,False,497,Female,False,False,False,False,False,6
5303,37.07,51.1,63.0,22.8,22.1,288800.0,2888000.0,1.34,5.39,30,52,Primary Incomplete,Cowpea,Rarely,Good,6,0,0.0,False,646,Female,False,False,True,False,False,10
344,6.13,44.9,95.7,23.7,31.8,82462.0,963000.0,12.27,0.28,26,42,Primary Complete,Yam,Never,Fair,1,0,0.0,True,616,Female,False,False,False,False,False,13
310,10.62,18.9,99.8,18.1,22.7,36000.0,252000.0,0.77,0.82,2,57,Secondary Complete,Beans,Never,Fair,1,83,0.0,False,573,Female,False,False,False,True,False,7
2061,11.45,58.6,12.3,27.8,37.3,429667.0,2578000.0,17.9,1.2,17,64,No Formal Education,Cassava,Monthly,Fair,4,68,0.56,False,599,Male,False,False,True,True,True,6
822,44.22,63.2,69.7,26.8,26.9,34583.0,415000.0,7.57,0.11,26,57,Primary Incomplete,Oil Palm,Never,Poor,1,0,0.0,False,542,Female,False,False,False,False,False,12
705,29.92,24.0,127.2,18.1,23.0,20000.0,260000.0,0.92,0.71,11,56,Secondary Complete,Cowpea,Monthly,Fair,4,91,0.0,False,605,Female,False,False,True,True,False,13
1499,35.17,16.9,94.2,21.2,27.0,840200.0,8402000.0,15.98,2.39,12,52,Secondary Incomplete,Plantain,Monthly,Fair,7,0,0.0,False,619,Male,False,True,True,False,False,10
737,10.52,6.0,147.1,16.4,32.1,151000.0,756000.0,13.5,0.2,18,52,Primary Complete,Yam,Never,Good,1,92,0.87,True,642,Male,False,False,False,True,True,6
713,37.5,21.5,41.1,8.3,20.8,597333.0,1534000.0,2.44,3.49,3,22,Secondary Complete,Millet,Monthly,Very Good,2,0,0.0,True,660,Female,False,False,True,False,False,3
811,34.17,67.1,93.2,29.3,22.7,33462.0,435000.0,0.74,0.39,35,51,Secondary Complete,Cocoa,Never,Good,1,100,0.0,False,637,Male,False,False,False,True,False,13
1187,10.6,6.6,40.4,27.0,25.7,286625.0,2184000.0,1.88,5.81,9,33,No Formal Education,Maize,Never,Fair,1,0,0.0,True,599,Male,False,False,False,False,False,8
